caseid,time,activity
1,936,arrival
1,936,join_queue
1,936,begin_service
1,996,end_service
2,1069,arrival
2,1069,join_queue
2,1069,begin_service
2,1129,end_service
3,1495,arrival
3,1495,join_queue
3,1495,begin_service
3,1561,end_service
4,1607,arrival
4,1607,join_queue
4,1607,begin_service
4,1688,end_service
5,2109,arrival
5,2109,join_queue
5,2109,begin_service
5,2402,end_service
6,2667,arrival
6,2667,join_queue
6,2667,begin_service
6,2727,end_service
7,3463,arrival
7,3463,join_queue
7,3463,begin_service
7,3523,end_service
8,3753,arrival
8,3753,join_queue
8,3753,begin_service
8,3813,end_service
9,3999,arrival
9,3999,join_queue
9,3999,begin_service
9,4059,end_service
10,4468,arrival
10,4468,join_queue
10,4468,begin_service
11,4681,arrival
11,4681,join_queue
10,4698,end_service
11,4698,begin_service
11,4777,end_service
12,4779,arrival
12,4779,join_queue
12,4779,begin_service
12,4890,end_service
13,5211,arrival
13,5211,join_queue
13,5211,begin_service
13,5288,end_service
14,5520,arrival
14,5520,join_queue
14,5520,begin_service
14,5613,end_service
15,6605,arrival
15,6605,join_queue
15,6605,begin_service
15,6665,end_service
16,6963,arrival
16,6963,join_queue
16,6963,begin_service
16,7099,end_service
17,7435,arrival
17,7435,join_queue
17,7435,begin_service
17,7728,end_service
18,7860,arrival
18,7860,join_queue
18,7860,begin_service
18,8009,end_service
19,8683,arrival
19,8683,join_queue
19,8683,begin_service
20,8735,arrival
20,8735,join_queue
21,8872,arrival
21,8872,join_queue
22,8909,arrival
22,8909,join_queue
23,8945,arrival
23,8945,join_queue
19,8983,end_service
20,8983,begin_service
20,9043,end_service
21,9043,begin_service
21,9164,end_service
22,9164,begin_service
22,9291,end_service
23,9291,begin_service
24,9304,arrival
24,9304,join_queue
25,9459,arrival
25,9459,join_queue
23,9466,end_service
24,9466,begin_service
26,9550,arrival
26,9550,join_queue
24,9748,end_service
25,9748,begin_service
27,9796,arrival
27,9796,join_queue
25,9852,end_service
26,9852,begin_service
26,10061,end_service
27,10061,begin_service
27,10145,end_service
28,10164,arrival
28,10164,join_queue
28,10164,begin_service
28,10235,end_service
29,10764,arrival
29,10764,join_queue
29,10764,begin_service
30,10792,arrival
30,10792,join_queue
29,10949,end_service
30,10949,begin_service
30,11009,end_service
31,12833,arrival
31,12833,join_queue
31,12833,begin_service
32,12847,arrival
32,12847,join_queue
33,12867,arrival
33,12867,join_queue
31,12947,end_service
32,12947,begin_service
32,13247,end_service
33,13247,begin_service
33,13450,end_service
34,14008,arrival
34,14008,join_queue
34,14008,begin_service
34,14068,end_service
35,14450,arrival
35,14450,join_queue
35,14450,begin_service
35,14510,end_service
36,14991,arrival
36,14991,join_queue
36,14991,begin_service
36,15051,end_service
37,15141,arrival
37,15141,join_queue
37,15141,begin_service
38,15163,arrival
38,15163,join_queue
37,15239,end_service
38,15239,begin_service
38,15299,end_service
39,15591,arrival
39,15591,join_queue
39,15591,begin_service
39,15651,end_service
40,15767,arrival
40,15767,join_queue
40,15767,begin_service
40,15827,end_service
41,15999,arrival
41,15999,join_queue
41,15999,begin_service
41,16108,end_service
42,16342,arrival
42,16342,join_queue
42,16342,begin_service
42,16402,end_service
43,16581,arrival
43,16581,join_queue
43,16581,begin_service
43,16641,end_service
44,16823,arrival
44,16823,join_queue
44,16823,begin_service
44,16883,end_service
45,18129,arrival
45,18129,join_queue
45,18129,begin_service
45,18204,end_service
46,18463,arrival
46,18463,join_queue
46,18463,begin_service
46,18529,end_service
47,18586,arrival
47,18586,join_queue
47,18586,begin_service
47,18672,end_service
48,18916,arrival
48,18916,join_queue
48,18916,begin_service
48,19136,end_service
49,19841,arrival
49,19841,join_queue
49,19841,begin_service
49,19910,end_service
50,20559,arrival
50,20559,join_queue
50,20559,begin_service
50,20619,end_service
51,20766,arrival
51,20766,join_queue
51,20766,begin_service
52,20783,arrival
52,20783,join_queue
51,20841,end_service
52,20841,begin_service
52,20901,end_service
53,20914,arrival
53,20914,join_queue
53,20914,begin_service
53,20997,end_service
54,21743,arrival
54,21743,join_queue
54,21743,begin_service
55,21747,arrival
55,21747,join_queue
56,21795,arrival
56,21795,join_queue
54,21809,end_service
55,21809,begin_service
55,21954,end_service
56,21954,begin_service
56,22014,end_service
57,22219,arrival
57,22219,join_queue
57,22219,begin_service
57,22279,end_service
58,22621,arrival
58,22621,join_queue
58,22621,begin_service
58,22884,end_service
59,23949,arrival
59,23949,join_queue
59,23949,begin_service
59,24062,end_service
60,24435,arrival
60,24435,join_queue
60,24435,begin_service
60,24556,end_service
61,24677,arrival
61,24677,join_queue
61,24677,begin_service
62,24691,arrival
62,24691,join_queue
61,24737,end_service
62,24737,begin_service
63,24768,arrival
63,24768,join_queue
62,24990,end_service
63,24990,begin_service
63,25172,end_service
64,25436,arrival
64,25436,join_queue
64,25436,begin_service
65,25438,arrival
65,25438,join_queue
66,25453,arrival
66,25453,join_queue
64,25500,end_service
65,25500,begin_service
65,25561,end_service
66,25561,begin_service
67,25602,arrival
67,25602,join_queue
66,25681,end_service
67,25681,begin_service
67,25800,end_service
68,25913,arrival
68,25913,join_queue
68,25913,begin_service
68,26004,end_service
69,26292,arrival
69,26292,join_queue
69,26292,begin_service
69,26389,end_service
70,26633,arrival
70,26633,join_queue
70,26633,begin_service
71,26817,arrival
70,26817,end_service
71,26817,join_queue
71,26817,begin_service
71,26920,end_service
72,27225,arrival
72,27225,join_queue
72,27225,begin_service
72,27362,end_service
73,28155,arrival
73,28155,join_queue
73,28155,begin_service
73,28215,end_service
74,28492,arrival
74,28492,join_queue
74,28492,begin_service
75,28757,arrival
75,28757,join_queue
74,28784,end_service
75,28784,begin_service
76,28845,arrival
76,28845,join_queue
75,28887,end_service
76,28887,begin_service
77,28939,arrival
77,28939,join_queue
76,28975,end_service
77,28975,begin_service
77,29035,end_service
78,29352,arrival
78,29352,join_queue
