caseid,time,activity
1,520,arrival
1,520,join_queue
1,520,begin_service
1,580,end_service
2,594,arrival
2,594,join_queue
2,594,begin_service
2,654,end_service
3,831,arrival
3,831,join_queue
3,831,begin_service
4,893,arrival
4,893,join_queue
4,893,begin_service
3,897,end_service
4,974,end_service
5,1172,arrival
5,1172,join_queue
5,1172,begin_service
5,1465,end_service
6,1482,arrival
6,1482,join_queue
6,1482,begin_service
6,1542,end_service
7,1924,arrival
7,1924,join_queue
7,1924,begin_service
7,1984,end_service
8,2085,arrival
8,2085,join_queue
8,2085,begin_service
8,2145,end_service
9,2222,arrival
9,2222,join_queue
9,2222,begin_service
9,2282,end_service
10,2483,arrival
10,2483,join_queue
10,2483,begin_service
11,2601,arrival
11,2601,join_queue
11,2601,begin_service
12,2655,arrival
12,2655,join_queue
12,2655,begin_service
11,2680,end_service
10,2713,end_service
12,2766,end_service
13,2895,arrival
13,2895,join_queue
13,2895,begin_service
13,2972,end_service
14,3067,arrival
14,3067,join_queue
14,3067,begin_service
14,3160,end_service
15,3670,arrival
15,3670,join_queue
15,3670,begin_service
15,3730,end_service
16,3869,arrival
16,3869,join_queue
16,3869,begin_service
16,4005,end_service
17,4131,arrival
17,4131,join_queue
17,4131,begin_service
18,4367,arrival
18,4367,join_queue
18,4367,begin_service
17,4424,end_service
18,4516,end_service
19,4824,arrival
19,4824,join_queue
19,4824,begin_service
20,4853,arrival
20,4853,join_queue
20,4853,begin_service
20,4913,end_service
21,4929,arrival
21,4929,join_queue
21,4929,begin_service
22,4949,arrival
22,4949,join_queue
22,4949,begin_service
23,4954,arrival
23,4954,join_queue
21,5009,end_service
23,5009,begin_service
22,5070,end_service
19,5124,end_service
23,5184,end_service
24,5272,arrival
24,5272,join_queue
24,5272,begin_service
24,5332,end_service
25,5358,arrival
25,5358,join_queue
25,5358,begin_service
25,5418,end_service
26,6063,arrival
26,6063,join_queue
26,6063,begin_service
26,6145,end_service
27,6324,arrival
27,6324,join_queue
27,6324,begin_service
27,6408,end_service
28,6846,arrival
28,6846,join_queue
28,6846,begin_service
28,6917,end_service
29,7179,arrival
29,7179,join_queue
29,7179,begin_service
30,7194,arrival
30,7194,join_queue
30,7194,begin_service
30,7254,end_service
29,7364,end_service
31,8328,arrival
31,8328,join_queue
31,8328,begin_service
32,8336,arrival
32,8336,join_queue
32,8336,begin_service
33,8347,arrival
33,8347,join_queue
33,8347,begin_service
31,8442,end_service
33,8550,end_service
32,8590,end_service
34,9107,arrival
34,9107,join_queue
34,9107,begin_service
34,9167,end_service
35,9353,arrival
35,9353,join_queue
35,9353,begin_service
35,9413,end_service
36,9653,arrival
36,9653,join_queue
36,9653,begin_service
36,9713,end_service
37,9736,arrival
37,9736,join_queue
37,9736,begin_service
38,9748,arrival
38,9748,join_queue
38,9748,begin_service
38,9808,end_service
37,9834,end_service
39,9986,arrival
39,9986,join_queue
39,9986,begin_service
39,10046,end_service
40,10084,arrival
40,10084,join_queue
40,10084,begin_service
40,10144,end_service
41,10213,arrival
41,10213,join_queue
41,10213,begin_service
41,10322,end_service
42,10404,arrival
42,10404,join_queue
42,10404,begin_service
42,10464,end_service
43,10537,arrival
43,10537,join_queue
43,10537,begin_service
43,10597,end_service
44,10671,arrival
44,10671,join_queue
44,10671,begin_service
44,10731,end_service
45,11397,arrival
45,11397,join_queue
45,11397,begin_service
45,11472,end_service
46,11583,arrival
46,11583,join_queue
46,11583,begin_service
46,11649,end_service
47,11651,arrival
47,11651,join_queue
47,11651,begin_service
47,11737,end_service
48,11834,arrival
48,11834,join_queue
48,11834,begin_service
48,12054,end_service
49,12348,arrival
49,12348,join_queue
49,12348,begin_service
49,12417,end_service
50,12747,arrival
50,12747,join_queue
50,12747,begin_service
50,12807,end_service
51,12862,arrival
51,12862,join_queue
51,12862,begin_service
52,12871,arrival
52,12871,join_queue
52,12871,begin_service
52,12931,end_service
51,12937,end_service
53,12944,arrival
53,12944,join_queue
53,12944,begin_service
53,13027,end_service
54,13405,arrival
54,13405,join_queue
54,13405,begin_service
55,13407,arrival
55,13407,join_queue
55,13407,begin_service
56,13434,arrival
56,13434,join_queue
56,13434,begin_service
54,13471,end_service
56,13494,end_service
55,13501,end_service
57,13796,arrival
57,13796,join_queue
57,13796,begin_service
57,13856,end_service
58,14019,arrival
58,14019,join_queue
58,14019,begin_service
58,14282,end_service
59,14757,arrival
59,14757,join_queue
59,14757,begin_service
59,14870,end_service
60,15027,arrival
60,15027,join_queue
60,15027,begin_service
60,15148,end_service
61,15161,arrival
61,15161,join_queue
61,15161,begin_service
62,15169,arrival
62,15169,join_queue
62,15169,begin_service
63,15212,arrival
63,15212,join_queue
63,15212,begin_service
61,15221,end_service
63,15394,end_service
62,15422,end_service
64,15583,arrival
64,15583,join_queue
64,15583,begin_service
65,15584,arrival
65,15584,join_queue
65,15584,begin_service
66,15592,arrival
66,15592,join_queue
66,15592,begin_service
65,15644,end_service
64,15647,end_service
66,15712,end_service
67,15744,arrival
67,15744,join_queue
67,15744,begin_service
67,15863,end_service
68,15917,arrival
68,15917,join_queue
68,15917,begin_service
68,16008,end_service
69,16128,arrival
69,16128,join_queue
69,16128,begin_service
69,16225,end_service
70,16318,arrival
70,16318,join_queue
70,16318,begin_service
71,16420,arrival
71,16420,join_queue
71,16420,begin_service
70,16502,end_service
71,16523,end_service
72,16647,arrival
72,16647,join_queue
72,16647,begin_service
72,16784,end_service
73,17164,arrival
73,17164,join_queue
73,17164,begin_service
73,17224,end_service
74,17351,arrival
74,17351,join_queue
74,17351,begin_service
75,17498,arrival
75,17498,join_queue
75,17498,begin_service
76,17547,arrival
76,17547,join_queue
76,17547,begin_service
77,17599,arrival
77,17599,join_queue
75,17601,end_service
77,17601,begin_service
76,17635,end_service
74,17643,end_service
77,17661,end_service
78,17828,arrival
78,17828,join_queue
78,17828,begin_service
78,17907,end_service
79,18076,arrival
79,18076,join_queue
79,18076,begin_service
80,18313,arrival
80,18313,join_queue
80,18313,begin_service
80,18373,end_service
79,18376,end_service
81,18387,arrival
81,18387,join_queue
81,18387,begin_service
81,18447,end_service
82,19679,arrival
82,19679,join_queue
82,19679,begin_service
82,19775,end_service
83,19961,arrival
83,19961,join_queue
83,19961,begin_service
83,20021,end_service
84,20404,arrival
84,20404,join_queue
84,20404,begin_service
84,20464,end_service
85,20704,arrival
85,20704,join_queue
85,20704,begin_service
86,20812,arrival
86,20812,join_queue
86,20812,begin_service
86,20872,end_service
85,20909,end_service
87,20971,arrival
87,20971,join_queue
87,20971,begin_service
87,21031,end_service
88,21777,arrival
88,21777,join_queue
88,21777,begin_service
88,21837,end_service
89,21912,arrival
89,21912,join_queue
89,21912,begin_service
90,21918,arrival
90,21918,join_queue
90,21918,begin_service
89,21972,end_service
90,21978,end_service
91,22003,arrival
91,22003,join_queue
91,22003,begin_service
91,22063,end_service
92,22412,arrival
92,22412,join_queue
92,22412,begin_service
92,22472,end_service
93,23066,arrival
93,23066,join_queue
93,23066,begin_service
93,23126,end_service
94,23478,arrival
94,23478,join_queue
94,23478,begin_service
95,23496,arrival
95,23496,join_queue
95,23496,begin_service
94,23538,end_service
96,23678,arrival
96,23678,join_queue
96,23678,begin_service
95,23796,end_service
96,23818,end_service
97,24156,arrival
97,24156,join_queue
97,24156,begin_service
98,24217,arrival
98,24217,join_queue
98,24217,begin_service
98,24277,end_service
97,24325,end_service
99,24753,arrival
99,24753,join_queue
99,24753,begin_service
100,24756,arrival
100,24756,join_queue
100,24756,begin_service
100,24816,end_service
99,24924,end_service
101,25341,arrival
101,25341,join_queue
101,25341,begin_service
101,25401,end_service
102,26373,arrival
102,26373,join_queue
102,26373,begin_service
102,26433,end_service
103,26600,arrival
103,26600,join_queue
103,26600,begin_service
103,26676,end_service
104,26876,arrival
104,26876,join_queue
104,26876,begin_service
104,27007,end_service
105,27021,arrival
105,27021,join_queue
105,27021,begin_service
106,27159,arrival
106,27159,join_queue
106,27159,begin_service
106,27219,end_service
107,27246,arrival
107,27246,join_queue
107,27246,begin_service
108,27307,arrival
108,27307,join_queue
108,27307,begin_service
105,27312,end_service
109,27399,arrival
109,27399,join_queue
109,27399,begin_service
107,27482,end_service
108,27607,end_service
109,27613,end_service
110,27694,arrival
110,27694,join_queue
110,27694,begin_service
110,27754,end_service
111,27976,arrival
111,27976,join_queue
111,27976,begin_service
111,28205,end_service
112,28311,arrival
112,28311,join_queue
112,28311,begin_service
112,28611,end_service
113,28777,arrival
113,28777,join_queue
113,28777,begin_service
114,28813,arrival
114,28813,join_queue
114,28813,begin_service
113,28841,end_service
115,28860,arrival
115,28860,join_queue
115,28860,begin_service
116,28968,arrival
116,28968,join_queue
116,28968,begin_service
117,29050,arrival
117,29050,join_queue
114,29084,end_service
117,29084,begin_service
116,29108,end_service
115,29160,end_service
118,29197,arrival
118,29197,join_queue
118,29197,begin_service
117,29218,end_service
118,29257,end_service
119,29383,arrival
119,29383,join_queue
119,29383,begin_service
119,29544,end_service
120,29739,arrival
120,29739,join_queue
120,29739,begin_service
120,29799,end_service
121,29844,arrival
121,29844,join_queue
121,29844,begin_service
121,30014,end_service
122,30112,arrival
122,30112,join_queue
122,30112,begin_service
122,30172,end_service
123,30305,arrival
123,30305,join_queue
123,30305,begin_service
124,30374,arrival
124,30374,join_queue
124,30374,begin_service
123,30411,end_service
124,30446,end_service
125,30655,arrival
125,30655,join_queue
125,30655,begin_service
125,30715,end_service
126,30940,arrival
126,30940,join_queue
126,30940,begin_service
126,31000,end_service
127,31201,arrival
127,31201,join_queue
127,31201,begin_service
127,31261,end_service
128,31394,arrival
128,31394,join_queue
128,31394,begin_service
129,31431,arrival
129,31431,join_queue
129,31431,begin_service
130,31445,arrival
130,31445,join_queue
130,31445,begin_service
128,31478,end_service
129,31491,end_service
130,31540,end_service
131,31884,arrival
131,31884,join_queue
131,31884,begin_service
131,31984,end_service
132,32117,arrival
132,32117,join_queue
132,32117,begin_service
133,32145,arrival
133,32145,join_queue
133,32145,begin_service
133,32205,end_service
132,32235,end_service
134,32417,arrival
134,32417,join_queue
134,32417,begin_service
134,32565,end_service
135,32952,arrival
135,32952,join_queue
135,32952,begin_service
136,33039,arrival
136,33039,join_queue
136,33039,begin_service
136,33099,end_service
135,33252,end_service
137,33630,arrival
137,33630,join_queue
137,33630,begin_service
138,33644,arrival
138,33644,join_queue
138,33644,begin_service
137,33690,end_service
138,33704,end_service
139,34090,arrival
139,34090,join_queue
