caseid,time,activity
1,1040,arrival
1,1040,join_queue
1,1040,begin_service
1,1100,end_service
2,1188,arrival
2,1188,join_queue
2,1188,begin_service
2,1248,end_service
3,1662,arrival
3,1662,join_queue
3,1662,begin_service
3,1722,end_service
4,1786,arrival
4,1786,join_queue
4,1786,begin_service
4,1847,end_service
5,2344,arrival
5,2344,join_queue
5,2344,begin_service
5,2524,end_service
6,2964,arrival
6,2964,join_queue
6,2964,begin_service
6,3024,end_service
7,3849,arrival
7,3849,join_queue
7,3849,begin_service
7,3909,end_service
8,4171,arrival
8,4171,join_queue
8,4171,begin_service
8,4231,end_service
9,4445,arrival
9,4445,join_queue
9,4445,begin_service
9,4505,end_service
10,4966,arrival
10,4966,join_queue
10,4966,begin_service
10,5138,end_service
11,5203,arrival
11,5203,join_queue
11,5203,begin_service
11,5263,end_service
12,5312,arrival
12,5312,join_queue
12,5312,begin_service
12,5395,end_service
13,5792,arrival
13,5792,join_queue
13,5792,begin_service
13,5852,end_service
14,6135,arrival
14,6135,join_queue
14,6135,begin_service
14,6204,end_service
15,7341,arrival
15,7341,join_queue
15,7341,begin_service
15,7401,end_service
16,7739,arrival
16,7739,join_queue
16,7739,begin_service
16,7841,end_service
17,8263,arrival
17,8263,join_queue
17,8263,begin_service
17,8443,end_service
18,8735,arrival
18,8735,join_queue
18,8735,begin_service
18,8847,end_service
19,9650,arrival
19,9650,join_queue
19,9650,begin_service
20,9708,arrival
20,9708,join_queue
20,9708,begin_service
20,9768,end_service
19,9830,end_service
21,9860,arrival
21,9860,join_queue
21,9860,begin_service
22,9900,arrival
22,9900,join_queue
22,9900,begin_service
23,9909,arrival
23,9909,join_queue
21,9920,end_service
23,9920,begin_service
22,9991,end_service
23,10051,end_service
24,10545,arrival
24,10545,join_queue
24,10545,begin_service
24,10605,end_service
25,10717,arrival
25,10717,join_queue
25,10717,begin_service
25,10777,end_service
26,12126,arrival
26,12126,join_queue
26,12126,begin_service
26,12187,end_service
27,12647,arrival
27,12647,join_queue
27,12647,begin_service
27,12710,end_service
28,13691,arrival
28,13691,join_queue
28,13691,begin_service
28,13751,end_service
29,14358,arrival
29,14358,join_queue
29,14358,begin_service
30,14389,arrival
30,14389,join_queue
30,14389,begin_service
30,14449,end_service
29,14496,end_service
31,16657,arrival
31,16657,join_queue
31,16657,begin_service
32,16672,arrival
32,16672,join_queue
32,16672,begin_service
33,16695,arrival
33,16695,join_queue
31,16742,end_service
33,16742,begin_service
32,16852,end_service
33,16895,end_service
34,18214,arrival
34,18214,join_queue
34,18214,begin_service
34,18274,end_service
35,18705,arrival
35,18705,join_queue
35,18705,begin_service
35,18765,end_service
36,19306,arrival
36,19306,join_queue
36,19306,begin_service
36,19366,end_service
37,19472,arrival
37,19472,join_queue
37,19472,begin_service
38,19496,arrival
38,19496,join_queue
38,19496,begin_service
37,19545,end_service
38,19556,end_service
39,19972,arrival
39,19972,join_queue
39,19972,begin_service
39,20032,end_service
40,20168,arrival
40,20168,join_queue
40,20168,begin_service
40,20228,end_service
41,20426,arrival
41,20426,join_queue
41,20426,begin_service
41,20508,end_service
42,20808,arrival
42,20808,join_queue
42,20808,begin_service
42,20868,end_service
43,21074,arrival
43,21074,join_queue
43,21074,begin_service
43,21134,end_service
44,21343,arrival
44,21343,join_queue
44,21343,begin_service
44,21403,end_service
45,22795,arrival
45,22795,join_queue
45,22795,begin_service
45,22855,end_service
46,23166,arrival
46,23166,join_queue
46,23166,begin_service
46,23226,end_service
47,23302,arrival
47,23302,join_queue
47,23302,begin_service
47,23367,end_service
48,23668,arrival
48,23668,join_queue
48,23668,begin_service
48,23833,end_service
49,24695,arrival
49,24695,join_queue
49,24695,begin_service
49,24755,end_service
50,25493,arrival
50,25493,join_queue
50,25493,begin_service
50,25553,end_service
51,25723,arrival
51,25723,join_queue
51,25723,begin_service
52,25742,arrival
52,25742,join_queue
52,25742,begin_service
51,25783,end_service
52,25802,end_service
53,25887,arrival
53,25887,join_queue
53,25887,begin_service
53,25949,end_service
54,26808,arrival
54,26808,join_queue
54,26808,begin_service
55,26813,arrival
55,26813,join_queue
55,26813,begin_service
56,26866,arrival
56,26866,join_queue
54,26868,end_service
56,26868,begin_service
55,26884,end_service
56,26928,end_service
57,27590,arrival
57,27590,join_queue
57,27590,begin_service
57,27650,end_service
58,28037,arrival
58,28037,join_queue
58,28037,begin_service
58,28217,end_service
59,29513,arrival
59,29513,join_queue
59,29513,begin_service
59,29598,end_service
60,30054,arrival
60,30054,join_queue
60,30054,begin_service
60,30145,end_service
61,30323,arrival
61,30323,join_queue
61,30323,begin_service
62,30339,arrival
62,30339,join_queue
62,30339,begin_service
61,30383,end_service
63,30425,arrival
63,30425,join_queue
63,30425,begin_service
62,30519,end_service
63,30562,end_service
64,31167,arrival
64,31167,join_queue
64,31167,begin_service
65,31170,arrival
65,31170,join_queue
65,31170,begin_service
66,31186,arrival
66,31186,join_queue
64,31227,end_service
66,31227,begin_service
65,31230,end_service
66,31317,end_service
67,31490,arrival
67,31490,join_queue
67,31490,begin_service
67,31579,end_service
68,31835,arrival
68,31835,join_queue
68,31835,begin_service
68,31903,end_service
69,32257,arrival
69,32257,join_queue
69,32257,begin_service
69,32330,end_service
70,32636,arrival
70,32636,join_queue
70,32636,begin_service
70,32774,end_service
71,32841,arrival
71,32841,join_queue
71,32841,begin_service
71,32918,end_service
72,33295,arrival
72,33295,join_queue
72,33295,begin_service
72,33398,end_service
73,34328,arrival
73,34328,join_queue
73,34328,begin_service
73,34388,end_service
74,34703,arrival
74,34703,join_queue
74,34703,begin_service
74,34883,end_service
75,34998,arrival
75,34998,join_queue
75,34998,begin_service
75,35075,end_service
76,35096,arrival
76,35096,join_queue
76,35096,begin_service
76,35162,end_service
77,35201,arrival
77,35201,join_queue
77,35201,begin_service
77,35261,end_service
78,35659,arrival
78,35659,join_queue
78,35659,begin_service
78,35719,end_service
