caseid,time,activity
1,1040,arrival
1,1040,join_queue
1,1040,begin_service
1,1100,end_service
2,1188,arrival
2,1188,join_queue
2,1188,begin_service
2,1248,end_service
3,1662,arrival
3,1662,join_queue
3,1662,begin_service
3,1728,end_service
4,1786,arrival
4,1786,join_queue
4,1786,begin_service
4,1867,end_service
5,2344,arrival
5,2344,join_queue
5,2344,begin_service
5,2637,end_service
6,2964,arrival
6,2964,join_queue
6,2964,begin_service
6,3024,end_service
7,3849,arrival
7,3849,join_queue
7,3849,begin_service
7,3909,end_service
8,4171,arrival
8,4171,join_queue
8,4171,begin_service
8,4231,end_service
9,4445,arrival
9,4445,join_queue
9,4445,begin_service
9,4505,end_service
10,4966,arrival
10,4966,join_queue
10,4966,begin_service
10,5196,end_service
11,5203,arrival
11,5203,join_queue
11,5203,begin_service
11,5282,end_service
12,5312,arrival
12,5312,join_queue
12,5312,begin_service
12,5423,end_service
13,5792,arrival
13,5792,join_queue
13,5792,begin_service
13,5869,end_service
14,6135,arrival
14,6135,join_queue
14,6135,begin_service
14,6228,end_service
15,7341,arrival
15,7341,join_queue
15,7341,begin_service
15,7401,end_service
16,7739,arrival
16,7739,join_queue
16,7739,begin_service
16,7875,end_service
17,8263,arrival
17,8263,join_queue
17,8263,begin_service
17,8556,end_service
18,8735,arrival
18,8735,join_queue
18,8735,begin_service
18,8884,end_service
19,9650,arrival
19,9650,join_queue
19,9650,begin_service
20,9708,arrival
20,9708,join_queue
20,9708,begin_service
20,9768,end_service
21,9860,arrival
21,9860,join_queue
21,9860,begin_service
22,9900,arrival
22,9900,join_queue
23,9909,arrival
23,9909,join_queue
21,9940,end_service
22,9940,begin_service
19,9950,end_service
23,9950,begin_service
22,10067,end_service
23,10125,end_service
24,10514,arrival
24,10514,join_queue
24,10514,begin_service
24,10574,end_service
25,10686,arrival
25,10686,join_queue
25,10686,begin_service
25,10746,end_service
26,12095,arrival
26,12095,join_queue
26,12095,begin_service
26,12177,end_service
27,12616,arrival
27,12616,join_queue
27,12616,begin_service
27,12700,end_service
28,13660,arrival
28,13660,join_queue
28,13660,begin_service
28,13731,end_service
29,14327,arrival
29,14327,join_queue
29,14327,begin_service
30,14358,arrival
30,14358,join_queue
30,14358,begin_service
30,14418,end_service
29,14512,end_service
31,16626,arrival
31,16626,join_queue
31,16626,begin_service
32,16641,arrival
32,16641,join_queue
32,16641,begin_service
33,16664,arrival
33,16664,join_queue
31,16740,end_service
33,16740,begin_service
32,16895,end_service
33,16943,end_service
34,18183,arrival
34,18183,join_queue
34,18183,begin_service
34,18243,end_service
35,18674,arrival
35,18674,join_queue
35,18674,begin_service
35,18734,end_service
36,19275,arrival
36,19275,join_queue
36,19275,begin_service
36,19335,end_service
37,19441,arrival
37,19441,join_queue
37,19441,begin_service
38,19465,arrival
38,19465,join_queue
38,19465,begin_service
38,19525,end_service
37,19539,end_service
39,19941,arrival
39,19941,join_queue
39,19941,begin_service
39,20001,end_service
40,20137,arrival
40,20137,join_queue
40,20137,begin_service
40,20197,end_service
41,20395,arrival
41,20395,join_queue
41,20395,begin_service
41,20504,end_service
42,20777,arrival
42,20777,join_queue
42,20777,begin_service
42,20837,end_service
43,21043,arrival
43,21043,join_queue
43,21043,begin_service
43,21103,end_service
44,21312,arrival
44,21312,join_queue
44,21312,begin_service
44,21372,end_service
45,22764,arrival
45,22764,join_queue
45,22764,begin_service
45,22839,end_service
46,23135,arrival
46,23135,join_queue
46,23135,begin_service
46,23201,end_service
47,23271,arrival
47,23271,join_queue
47,23271,begin_service
47,23357,end_service
48,23637,arrival
48,23637,join_queue
48,23637,begin_service
48,23857,end_service
49,24664,arrival
49,24664,join_queue
49,24664,begin_service
49,24733,end_service
50,25462,arrival
50,25462,join_queue
50,25462,begin_service
50,25522,end_service
51,25692,arrival
51,25692,join_queue
51,25692,begin_service
52,25711,arrival
52,25711,join_queue
52,25711,begin_service
51,25767,end_service
52,25771,end_service
53,25856,arrival
53,25856,join_queue
53,25856,begin_service
53,25939,end_service
54,26777,arrival
54,26777,join_queue
54,26777,begin_service
55,26782,arrival
55,26782,join_queue
55,26782,begin_service
56,26835,arrival
56,26835,join_queue
54,26843,end_service
56,26843,begin_service
55,26876,end_service
56,26903,end_service
57,27559,arrival
57,27559,join_queue
57,27559,begin_service
57,27619,end_service
58,28006,arrival
58,28006,join_queue
58,28006,begin_service
58,28269,end_service
59,29482,arrival
59,29482,join_queue
59,29482,begin_service
59,29595,end_service
60,30023,arrival
60,30023,join_queue
60,30023,begin_service
60,30144,end_service
61,30292,arrival
61,30292,join_queue
61,30292,begin_service
62,30308,arrival
62,30308,join_queue
62,30308,begin_service
61,30352,end_service
63,30394,arrival
63,30394,join_queue
63,30394,begin_service
62,30561,end_service
63,30576,end_service
64,31136,arrival
64,31136,join_queue
64,31136,begin_service
65,31139,arrival
65,31139,join_queue
65,31139,begin_service
66,31155,arrival
66,31155,join_queue
65,31199,end_service
66,31199,begin_service
64,31200,end_service
66,31319,end_service
67,31459,arrival
67,31459,join_queue
67,31459,begin_service
67,31578,end_service
68,31804,arrival
68,31804,join_queue
68,31804,begin_service
68,31895,end_service
69,32226,arrival
69,32226,join_queue
69,32226,begin_service
69,32323,end_service
70,32605,arrival
70,32605,join_queue
70,32605,begin_service
70,32789,end_service
71,32810,arrival
71,32810,join_queue
71,32810,begin_service
71,32913,end_service
72,33264,arrival
72,33264,join_queue
72,33264,begin_service
72,33401,end_service
73,34297,arrival
73,34297,join_queue
73,34297,begin_service
73,34357,end_service
74,34672,arrival
74,34672,join_queue
74,34672,begin_service
74,34964,end_service
75,34967,arrival
75,34967,join_queue
75,34967,begin_service
76,35065,arrival
76,35065,join_queue
76,35065,begin_service
75,35070,end_service
76,35153,end_service
77,35170,arrival
77,35170,join_queue
77,35170,begin_service
77,35230,end_service
78,35628,arrival
78,35628,join_queue
78,35628,begin_service
78,35707,end_service
