caseid,time,activity
1,520,arrival
1,520,join_queue
1,520,begin_service
1,580,end_service
2,594,arrival
2,594,join_queue
2,594,begin_service
2,654,end_service
3,831,arrival
3,831,join_queue
3,831,begin_service
4,893,arrival
4,893,join_queue
3,897,end_service
4,897,begin_service
4,978,end_service
5,1172,arrival
5,1172,join_queue
5,1172,begin_service
5,1465,end_service
6,1482,arrival
6,1482,join_queue
6,1482,begin_service
6,1542,end_service
7,1924,arrival
7,1924,join_queue
7,1924,begin_service
7,1984,end_service
8,2085,arrival
8,2085,join_queue
8,2085,begin_service
8,2145,end_service
9,2222,arrival
9,2222,join_queue
9,2222,begin_service
9,2282,end_service
10,2483,arrival
10,2483,join_queue
10,2483,begin_service
11,2601,arrival
11,2601,join_queue
12,2655,arrival
12,2655,join_queue
10,2713,end_service
11,2713,begin_service
11,2809,end_service
12,2809,begin_service
13,2853,arrival
13,2853,join_queue
12,2920,end_service
13,2920,begin_service
13,2997,end_service
14,3025,arrival
14,3025,join_queue
14,3025,begin_service
14,3118,end_service
15,3628,arrival
15,3628,join_queue
15,3628,begin_service
15,3688,end_service
16,3827,arrival
16,3827,join_queue
16,3827,begin_service
16,3963,end_service
17,4089,arrival
17,4089,join_queue
17,4089,begin_service
18,4325,arrival
18,4325,join_queue
17,4382,end_service
18,4382,begin_service
18,4531,end_service
19,4782,arrival
19,4782,join_queue
19,4782,begin_service
20,4811,arrival
20,4811,join_queue
21,4887,arrival
21,4887,join_queue
22,4908,arrival
22,4908,join_queue
23,4928,arrival
23,4928,join_queue
19,5082,end_service
20,5082,begin_service
24,5127,arrival
24,5127,join_queue
20,5142,end_service
21,5142,begin_service
21,5269,end_service
22,5269,begin_service
25,5430,arrival
25,5430,join_queue
22,5444,end_service
23,5444,begin_service
23,5504,end_service
24,5504,begin_service
26,5516,arrival
26,5516,join_queue
27,5652,arrival
27,5652,join_queue
24,5786,end_service
25,5786,begin_service
25,5868,end_service
26,5868,begin_service
28,5913,arrival
28,5913,join_queue
26,6077,end_service
27,6077,begin_service
29,6123,arrival
29,6123,join_queue
27,6210,end_service
28,6210,begin_service
28,6270,end_service
29,6270,begin_service
30,6300,arrival
30,6300,join_queue
29,6455,end_service
30,6455,begin_service
30,6515,end_service
31,7434,arrival
31,7434,join_queue
31,7434,begin_service
32,7442,arrival
32,7442,join_queue
33,7453,arrival
33,7453,join_queue
31,7548,end_service
32,7548,begin_service
32,7848,end_service
33,7848,begin_service
33,8051,end_service
34,8087,arrival
34,8087,join_queue
34,8087,begin_service
34,8147,end_service
35,8333,arrival
35,8333,join_queue
35,8333,begin_service
35,8393,end_service
36,8633,arrival
36,8633,join_queue
36,8633,begin_service
36,8693,end_service
37,8716,arrival
37,8716,join_queue
37,8716,begin_service
38,8728,arrival
38,8728,join_queue
37,8814,end_service
38,8814,begin_service
38,8874,end_service
39,8966,arrival
39,8966,join_queue
39,8966,begin_service
39,9026,end_service
40,9064,arrival
40,9064,join_queue
40,9064,begin_service
40,9124,end_service
41,9193,arrival
41,9193,join_queue
41,9193,begin_service
41,9302,end_service
42,9384,arrival
42,9384,join_queue
42,9384,begin_service
42,9444,end_service
43,9517,arrival
43,9517,join_queue
43,9517,begin_service
43,9577,end_service
44,9651,arrival
44,9651,join_queue
44,9651,begin_service
44,9711,end_service
45,10377,arrival
45,10377,join_queue
45,10377,begin_service
45,10452,end_service
46,10563,arrival
46,10563,join_queue
46,10563,begin_service
46,10629,end_service
47,10631,arrival
47,10631,join_queue
47,10631,begin_service
47,10717,end_service
48,10814,arrival
48,10814,join_queue
48,10814,begin_service
48,11034,end_service
49,11328,arrival
49,11328,join_queue
49,11328,begin_service
49,11397,end_service
50,11727,arrival
50,11727,join_queue
50,11727,begin_service
50,11787,end_service
51,11842,arrival
51,11842,join_queue
51,11842,begin_service
52,11851,arrival
52,11851,join_queue
51,11917,end_service
52,11917,begin_service
53,11924,arrival
53,11924,join_queue
52,11977,end_service
53,11977,begin_service
53,12060,end_service
54,12385,arrival
54,12385,join_queue
54,12385,begin_service
55,12387,arrival
55,12387,join_queue
56,12414,arrival
56,12414,join_queue
54,12451,end_service
55,12451,begin_service
55,12596,end_service
56,12596,begin_service
57,12649,arrival
57,12649,join_queue
56,12656,end_service
57,12656,begin_service
57,12716,end_service
58,12872,arrival
58,12872,join_queue
58,12872,begin_service
58,13135,end_service
59,13610,arrival
59,13610,join_queue
59,13610,begin_service
59,13723,end_service
60,13880,arrival
60,13880,join_queue
60,13880,begin_service
60,14001,end_service
61,14014,arrival
61,14014,join_queue
61,14014,begin_service
62,14022,arrival
62,14022,join_queue
63,14065,arrival
63,14065,join_queue
61,14074,end_service
62,14074,begin_service
62,14222,end_service
63,14222,begin_service
63,14404,end_service
64,14697,arrival
64,14697,join_queue
64,14697,begin_service
65,14698,arrival
65,14698,join_queue
66,14706,arrival
66,14706,join_queue
64,14761,end_service
65,14761,begin_service
67,14789,arrival
67,14789,join_queue
65,14822,end_service
66,14822,begin_service
66,14891,end_service
67,14891,begin_service
67,15010,end_service
68,15089,arrival
68,15089,join_queue
68,15089,begin_service
68,15180,end_service
69,15300,arrival
69,15300,join_queue
69,15300,begin_service
69,15397,end_service
70,15490,arrival
70,15490,join_queue
70,15490,begin_service
71,15592,arrival
71,15592,join_queue
70,15674,end_service
71,15674,begin_service
71,15777,end_service
72,15819,arrival
72,15819,join_queue
72,15819,begin_service
72,15956,end_service
73,16336,arrival
73,16336,join_queue
73,16336,begin_service
73,16396,end_service
74,16523,arrival
74,16523,join_queue
74,16523,begin_service
75,16670,arrival
75,16670,join_queue
76,16719,arrival
76,16719,join_queue
74,16815,end_service
75,16815,begin_service
75,16875,end_service
76,16875,begin_service
76,16963,end_service
77,16976,arrival
77,16976,join_queue
77,16976,begin_service
77,17036,end_service
78,17205,arrival
78,17205,join_queue
78,17205,begin_service
78,17284,end_service
79,17453,arrival
79,17453,join_queue
79,17453,begin_service
80,17690,arrival
80,17690,join_queue
79,17753,end_service
80,17753,begin_service
81,17764,arrival
81,17764,join_queue
80,17813,end_service
81,17813,begin_service
81,17873,end_service
82,19056,arrival
82,19056,join_queue
82,19056,begin_service
82,19152,end_service
83,19338,arrival
83,19338,join_queue
83,19338,begin_service
83,19398,end_service
84,19781,arrival
84,19781,join_queue
84,19781,begin_service
84,19841,end_service
85,20081,arrival
85,20081,join_queue
85,20081,begin_service
86,20189,arrival
86,20189,join_queue
85,20286,end_service
86,20286,begin_service
86,20346,end_service
87,20348,arrival
87,20348,join_queue
87,20348,begin_service
87,20408,end_service
88,21154,arrival
88,21154,join_queue
88,21154,begin_service
88,21214,end_service
89,21289,arrival
89,21289,join_queue
89,21289,begin_service
90,21295,arrival
90,21295,join_queue
89,21349,end_service
90,21349,begin_service
91,21380,arrival
91,21380,join_queue
90,21409,end_service
91,21409,begin_service
91,21469,end_service
92,21789,arrival
92,21789,join_queue
92,21789,begin_service
92,21849,end_service
93,22443,arrival
93,22443,join_queue
93,22443,begin_service
93,22503,end_service
94,22855,arrival
94,22855,join_queue
94,22855,begin_service
95,22873,arrival
95,22873,join_queue
94,22915,end_service
95,22915,begin_service
96,23055,arrival
96,23055,join_queue
95,23215,end_service
96,23215,begin_service
96,23355,end_service
97,23533,arrival
97,23533,join_queue
97,23533,begin_service
98,23594,arrival
98,23594,join_queue
97,23702,end_service
98,23702,begin_service
98,23762,end_service
99,24130,arrival
99,24130,join_queue
99,24130,begin_service
100,24133,arrival
100,24133,join_queue
99,24301,end_service
100,24301,begin_service
100,24361,end_service
101,24718,arrival
101,24718,join_queue
101,24718,begin_service
101,24778,end_service
102,25750,arrival
102,25750,join_queue
102,25750,begin_service
102,25810,end_service
103,25977,arrival
103,25977,join_queue
103,25977,begin_service
103,26053,end_service
104,26253,arrival
104,26253,join_queue
104,26253,begin_service
104,26384,end_service
105,26398,arrival
105,26398,join_queue
105,26398,begin_service
106,26536,arrival
106,26536,join_queue
107,26623,arrival
107,26623,join_queue
108,26636,arrival
108,26636,join_queue
105,26689,end_service
106,26689,begin_service
109,26697,arrival
109,26697,join_queue
110,26789,arrival
110,26789,join_queue
106,26925,end_service
107,26925,begin_service
107,27043,end_service
108,27043,begin_service
108,27257,end_service
109,27257,begin_service
109,27370,end_service
110,27370,begin_service
110,27430,end_service
111,28249,arrival
111,28249,join_queue
111,28249,begin_service
111,28478,end_service
112,28584,arrival
112,28584,join_queue
112,28584,begin_service
112,28884,end_service
113,29050,arrival
113,29050,join_queue
113,29050,begin_service
114,29086,arrival
114,29086,join_queue
113,29114,end_service
114,29114,begin_service
115,29133,arrival
115,29133,join_queue
116,29241,arrival
116,29241,join_queue
114,29385,end_service
115,29385,begin_service
115,29445,end_service
116,29445,begin_service
116,29585,end_service
117,30448,arrival
117,30448,join_queue
117,30448,begin_service
117,30582,end_service
118,30595,arrival
118,30595,join_queue
118,30595,begin_service
118,30655,end_service
119,30781,arrival
119,30781,join_queue
119,30781,begin_service
119,30942,end_service
120,31137,arrival
120,31137,join_queue
120,31137,begin_service
120,31197,end_service
121,31242,arrival
121,31242,join_queue
121,31242,begin_service
121,31412,end_service
122,31510,arrival
122,31510,join_queue
122,31510,begin_service
122,31570,end_service
123,31703,arrival
123,31703,join_queue
123,31703,begin_service
124,31772,arrival
124,31772,join_queue
123,31809,end_service
124,31809,begin_service
124,31881,end_service
125,32053,arrival
125,32053,join_queue
125,32053,begin_service
125,32113,end_service
126,32338,arrival
126,32338,join_queue
126,32338,begin_service
126,32398,end_service
127,32599,arrival
127,32599,join_queue
127,32599,begin_service
127,32659,end_service
128,32792,arrival
128,32792,join_queue
128,32792,begin_service
129,32829,arrival
129,32829,join_queue
130,32843,arrival
130,32843,join_queue
128,32876,end_service
129,32876,begin_service
131,32955,arrival
131,32955,join_queue
129,33052,end_service
130,33052,begin_service
130,33145,end_service
131,33145,begin_service
132,33193,arrival
132,33193,join_queue
133,33221,arrival
133,33221,join_queue
131,33245,end_service
132,33245,begin_service
132,33354,end_service
133,33354,begin_service
133,33414,end_service
134,33515,arrival
134,33515,join_queue
134,33515,begin_service
134,33663,end_service
135,34050,arrival
135,34050,join_queue
135,34050,begin_service
136,34137,arrival
136,34137,join_queue
135,34350,end_service
136,34350,begin_service
136,34410,end_service
137,34728,arrival
137,34728,join_queue
137,34728,begin_service
138,34742,arrival
138,34742,join_queue
137,34788,end_service
138,34788,begin_service
138,34848,end_service
139,35188,arrival
139,35188,join_queue
