caseid,time,activity
1,832,arrival
1,832,join_queue
1,832,begin_service
1,892,end_service
2,950,arrival
2,950,join_queue
2,950,begin_service
2,1010,end_service
3,1329,arrival
3,1329,join_queue
3,1329,begin_service
3,1395,end_service
4,1428,arrival
4,1428,join_queue
4,1428,begin_service
4,1509,end_service
5,1875,arrival
5,1875,join_queue
5,1875,begin_service
5,2168,end_service
6,2371,arrival
6,2371,join_queue
6,2371,begin_service
6,2431,end_service
7,3079,arrival
7,3079,join_queue
7,3079,begin_service
7,3139,end_service
8,3337,arrival
8,3337,join_queue
8,3337,begin_service
8,3397,end_service
9,3556,arrival
9,3556,join_queue
9,3556,begin_service
9,3616,end_service
10,3973,arrival
10,3973,join_queue
10,3973,begin_service
11,4162,arrival
11,4162,join_queue
11,4162,begin_service
10,4203,end_service
11,4241,end_service
12,4249,arrival
12,4249,join_queue
12,4249,begin_service
12,4360,end_service
13,4633,arrival
13,4633,join_queue
13,4633,begin_service
13,4710,end_service
14,4908,arrival
14,4908,join_queue
14,4908,begin_service
14,5001,end_service
15,5873,arrival
15,5873,join_queue
15,5873,begin_service
15,5933,end_service
16,6191,arrival
16,6191,join_queue
16,6191,begin_service
16,6327,end_service
17,6610,arrival
17,6610,join_queue
17,6610,begin_service
17,6903,end_service
18,6988,arrival
18,6988,join_queue
18,6988,begin_service
18,7137,end_service
19,7720,arrival
19,7720,join_queue
19,7720,begin_service
20,7766,arrival
20,7766,join_queue
20,7766,begin_service
20,7826,end_service
21,7887,arrival
21,7887,join_queue
21,7887,begin_service
22,7919,arrival
22,7919,join_queue
23,7926,arrival
23,7926,join_queue
21,7967,end_service
22,7967,begin_service
19,8020,end_service
23,8020,begin_service
22,8094,end_service
23,8195,end_service
24,8410,arrival
24,8410,join_queue
24,8410,begin_service
24,8470,end_service
25,8548,arrival
25,8548,join_queue
25,8548,begin_service
25,8608,end_service
26,9675,arrival
26,9675,join_queue
26,9675,begin_service
26,9757,end_service
27,10092,arrival
27,10092,join_queue
27,10092,begin_service
27,10176,end_service
28,10928,arrival
28,10928,join_queue
28,10928,begin_service
28,10999,end_service
29,11461,arrival
29,11461,join_queue
29,11461,begin_service
30,11486,arrival
30,11486,join_queue
30,11486,begin_service
30,11546,end_service
29,11646,end_service
31,13300,arrival
31,13300,join_queue
31,13300,begin_service
32,13312,arrival
32,13312,join_queue
32,13312,begin_service
33,13330,arrival
33,13330,join_queue
31,13414,end_service
33,13414,begin_service
32,13566,end_service
33,13617,end_service
34,14545,arrival
34,14545,join_queue
34,14545,begin_service
34,14605,end_service
35,14938,arrival
35,14938,join_queue
35,14938,begin_service
35,14998,end_service
36,15419,arrival
36,15419,join_queue
36,15419,begin_service
36,15479,end_service
37,15552,arrival
37,15552,join_queue
37,15552,begin_service
38,15572,arrival
38,15572,join_queue
38,15572,begin_service
38,15632,end_service
37,15650,end_service
39,15953,arrival
39,15953,join_queue
39,15953,begin_service
39,16013,end_service
40,16110,arrival
40,16110,join_queue
40,16110,begin_service
40,16170,end_service
41,16317,arrival
41,16317,join_queue
41,16317,begin_service
41,16426,end_service
42,16622,arrival
42,16622,join_queue
42,16622,begin_service
42,16682,end_service
43,16835,arrival
43,16835,join_queue
43,16835,begin_service
43,16895,end_service
44,17050,arrival
44,17050,join_queue
44,17050,begin_service
44,17110,end_service
45,18211,arrival
45,18211,join_queue
45,18211,begin_service
45,18286,end_service
46,18508,arrival
46,18508,join_queue
46,18508,begin_service
46,18574,end_service
47,18617,arrival
47,18617,join_queue
47,18617,begin_service
47,18703,end_service
48,18910,arrival
48,18910,join_queue
48,18910,begin_service
48,19130,end_service
49,19732,arrival
49,19732,join_queue
49,19732,begin_service
49,19801,end_service
50,20370,arrival
50,20370,join_queue
50,20370,begin_service
50,20430,end_service
51,20554,arrival
51,20554,join_queue
51,20554,begin_service
52,20569,arrival
52,20569,join_queue
52,20569,begin_service
51,20629,end_service
52,20629,end_service
53,20685,arrival
53,20685,join_queue
53,20685,begin_service
53,20768,end_service
54,21422,arrival
54,21422,join_queue
54,21422,begin_service
55,21426,arrival
55,21426,join_queue
55,21426,begin_service
56,21469,arrival
56,21469,join_queue
54,21488,end_service
56,21488,begin_service
55,21520,end_service
56,21548,end_service
57,22048,arrival
57,22048,join_queue
57,22048,begin_service
57,22108,end_service
58,22405,arrival
58,22405,join_queue
58,22405,begin_service
58,22668,end_service
59,23585,arrival
59,23585,join_queue
59,23585,begin_service
59,23698,end_service
60,24017,arrival
60,24017,join_queue
60,24017,begin_service
60,24138,end_service
61,24232,arrival
61,24232,join_queue
61,24232,begin_service
62,24245,arrival
62,24245,join_queue
62,24245,begin_service
61,24292,end_service
63,24313,arrival
63,24313,join_queue
63,24313,begin_service
63,24495,end_service
62,24498,end_service
64,24907,arrival
64,24907,join_queue
64,24907,begin_service
65,24909,arrival
65,24909,join_queue
65,24909,begin_service
66,24922,arrival
66,24922,join_queue
65,24969,end_service
66,24969,begin_service
64,24971,end_service
66,25089,end_service
67,25165,arrival
67,25165,join_queue
67,25165,begin_service
67,25284,end_service
68,25441,arrival
68,25441,join_queue
68,25441,begin_service
68,25532,end_service
69,25778,arrival
69,25778,join_queue
69,25778,begin_service
69,25875,end_service
70,26081,arrival
70,26081,join_queue
70,26081,begin_service
71,26245,arrival
71,26245,join_queue
71,26245,begin_service
70,26265,end_service
71,26348,end_service
72,26608,arrival
72,26608,join_queue
72,26608,begin_service
72,26745,end_service
73,27434,arrival
73,27434,join_queue
73,27434,begin_service
73,27494,end_service
74,27734,arrival
74,27734,join_queue
74,27734,begin_service
75,27970,arrival
75,27970,join_queue
75,27970,begin_service
74,28026,end_service
76,28048,arrival
76,28048,join_queue
76,28048,begin_service
75,28073,end_service
77,28132,arrival
77,28132,join_queue
77,28132,begin_service
76,28136,end_service
77,28192,end_service
78,28499,arrival
78,28499,join_queue
78,28499,begin_service
78,28578,end_service
79,28896,arrival
79,28896,join_queue
79,28896,begin_service
79,29196,end_service
80,29276,arrival
80,29276,join_queue
80,29276,begin_service
80,29336,end_service
81,29394,arrival
81,29394,join_queue
81,29394,begin_service
81,29454,end_service
82,31461,arrival
82,31461,join_queue
82,31461,begin_service
82,31557,end_service
83,31912,arrival
83,31912,join_queue
83,31912,begin_service
83,31972,end_service
84,32620,arrival
84,32620,join_queue
84,32620,begin_service
84,32680,end_service
85,33100,arrival
85,33100,join_queue
85,33100,begin_service
86,33272,arrival
86,33272,join_queue
86,33272,begin_service
85,33305,end_service
86,33332,end_service
87,33526,arrival
87,33526,join_queue
87,33526,begin_service
87,33586,end_service
88,34816,arrival
88,34816,join_queue
88,34816,begin_service
88,34876,end_service
89,35032,arrival
89,35032,join_queue
89,35032,begin_service
90,35042,arrival
90,35042,join_queue
90,35042,begin_service
89,35092,end_service
90,35102,end_service
91,35178,arrival
91,35178,join_queue
91,35178,begin_service
91,35238,end_service
92,35832,arrival
92,35832,join_queue
92,35832,begin_service
92,35892,end_service
