caseid,time,activity
1,832,arrival
1,832,join_queue
1,832,begin_service
1,892,end_service
2,950,arrival
2,950,join_queue
2,950,begin_service
2,1010,end_service
3,1329,arrival
3,1329,join_queue
3,1329,begin_service
3,1395,end_service
4,1428,arrival
4,1428,join_queue
4,1428,begin_service
4,1509,end_service
5,1875,arrival
5,1875,join_queue
5,1875,begin_service
5,2168,end_service
6,2371,arrival
6,2371,join_queue
6,2371,begin_service
6,2431,end_service
7,3079,arrival
7,3079,join_queue
7,3079,begin_service
7,3139,end_service
8,3337,arrival
8,3337,join_queue
8,3337,begin_service
8,3397,end_service
9,3556,arrival
9,3556,join_queue
9,3556,begin_service
9,3616,end_service
10,3973,arrival
10,3973,join_queue
10,3973,begin_service
11,4162,arrival
11,4162,join_queue
11,4162,begin_service
10,4203,end_service
11,4241,end_service
12,4249,arrival
12,4249,join_queue
12,4249,begin_service
12,4360,end_service
13,4633,arrival
13,4633,join_queue
13,4633,begin_service
13,4710,end_service
14,4908,arrival
14,4908,join_queue
14,4908,begin_service
14,5001,end_service
15,5873,arrival
15,5873,join_queue
15,5873,begin_service
15,5933,end_service
16,6191,arrival
16,6191,join_queue
16,6191,begin_service
16,6327,end_service
17,6610,arrival
17,6610,join_queue
17,6610,begin_service
17,6903,end_service
18,6988,arrival
18,6988,join_queue
18,6988,begin_service
18,7137,end_service
19,7720,arrival
19,7720,join_queue
19,7720,begin_service
20,7766,arrival
20,7766,join_queue
20,7766,begin_service
20,7826,end_service
21,7887,arrival
21,7887,join_queue
21,7887,begin_service
22,7919,arrival
22,7919,join_queue
22,7919,begin_service
23,7926,arrival
23,7926,join_queue
21,7967,end_service
23,7967,begin_service
19,8020,end_service
22,8040,end_service
23,8142,end_service
24,8435,arrival
24,8435,join_queue
24,8435,begin_service
24,8495,end_service
25,8573,arrival
25,8573,join_queue
25,8573,begin_service
25,8633,end_service
26,9700,arrival
26,9700,join_queue
26,9700,begin_service
26,9782,end_service
27,10117,arrival
27,10117,join_queue
27,10117,begin_service
27,10201,end_service
28,10953,arrival
28,10953,join_queue
28,10953,begin_service
28,11024,end_service
29,11486,arrival
29,11486,join_queue
29,11486,begin_service
30,11511,arrival
30,11511,join_queue
30,11511,begin_service
30,11571,end_service
29,11671,end_service
31,13325,arrival
31,13325,join_queue
31,13325,begin_service
32,13337,arrival
32,13337,join_queue
32,13337,begin_service
33,13355,arrival
33,13355,join_queue
33,13355,begin_service
31,13439,end_service
33,13558,end_service
32,13591,end_service
34,14570,arrival
34,14570,join_queue
34,14570,begin_service
34,14630,end_service
35,14963,arrival
35,14963,join_queue
35,14963,begin_service
35,15023,end_service
36,15444,arrival
36,15444,join_queue
36,15444,begin_service
36,15504,end_service
37,15577,arrival
37,15577,join_queue
37,15577,begin_service
38,15597,arrival
38,15597,join_queue
38,15597,begin_service
38,15657,end_service
37,15675,end_service
39,15978,arrival
39,15978,join_queue
39,15978,begin_service
39,16038,end_service
40,16135,arrival
40,16135,join_queue
40,16135,begin_service
40,16195,end_service
41,16342,arrival
41,16342,join_queue
41,16342,begin_service
41,16451,end_service
42,16647,arrival
42,16647,join_queue
42,16647,begin_service
42,16707,end_service
43,16860,arrival
43,16860,join_queue
43,16860,begin_service
43,16920,end_service
44,17075,arrival
44,17075,join_queue
44,17075,begin_service
44,17135,end_service
45,18236,arrival
45,18236,join_queue
45,18236,begin_service
45,18311,end_service
46,18533,arrival
46,18533,join_queue
46,18533,begin_service
46,18599,end_service
47,18642,arrival
47,18642,join_queue
47,18642,begin_service
47,18728,end_service
48,18935,arrival
48,18935,join_queue
48,18935,begin_service
48,19155,end_service
49,19757,arrival
49,19757,join_queue
49,19757,begin_service
49,19826,end_service
50,20395,arrival
50,20395,join_queue
50,20395,begin_service
50,20455,end_service
51,20579,arrival
51,20579,join_queue
51,20579,begin_service
52,20594,arrival
52,20594,join_queue
52,20594,begin_service
51,20654,end_service
52,20654,end_service
53,20710,arrival
53,20710,join_queue
53,20710,begin_service
53,20793,end_service
54,21447,arrival
54,21447,join_queue
54,21447,begin_service
55,21451,arrival
55,21451,join_queue
55,21451,begin_service
56,21494,arrival
56,21494,join_queue
56,21494,begin_service
54,21513,end_service
55,21545,end_service
56,21554,end_service
57,22073,arrival
57,22073,join_queue
57,22073,begin_service
57,22133,end_service
58,22430,arrival
58,22430,join_queue
58,22430,begin_service
58,22693,end_service
59,23610,arrival
59,23610,join_queue
59,23610,begin_service
59,23723,end_service
60,24042,arrival
60,24042,join_queue
60,24042,begin_service
60,24163,end_service
61,24257,arrival
61,24257,join_queue
61,24257,begin_service
62,24270,arrival
62,24270,join_queue
62,24270,begin_service
61,24317,end_service
63,24338,arrival
63,24338,join_queue
63,24338,begin_service
63,24520,end_service
62,24523,end_service
64,24932,arrival
64,24932,join_queue
64,24932,begin_service
65,24934,arrival
65,24934,join_queue
65,24934,begin_service
66,24947,arrival
66,24947,join_queue
66,24947,begin_service
65,24994,end_service
64,24996,end_service
66,25067,end_service
67,25190,arrival
67,25190,join_queue
67,25190,begin_service
67,25309,end_service
68,25466,arrival
68,25466,join_queue
68,25466,begin_service
68,25557,end_service
69,25803,arrival
69,25803,join_queue
69,25803,begin_service
69,25900,end_service
70,26106,arrival
70,26106,join_queue
70,26106,begin_service
71,26270,arrival
71,26270,join_queue
71,26270,begin_service
70,26290,end_service
71,26373,end_service
72,26633,arrival
72,26633,join_queue
72,26633,begin_service
72,26770,end_service
73,27459,arrival
73,27459,join_queue
73,27459,begin_service
73,27519,end_service
74,27759,arrival
74,27759,join_queue
74,27759,begin_service
75,27995,arrival
75,27995,join_queue
75,27995,begin_service
74,28051,end_service
76,28073,arrival
76,28073,join_queue
76,28073,begin_service
75,28098,end_service
77,28157,arrival
77,28157,join_queue
77,28157,begin_service
76,28161,end_service
77,28217,end_service
78,28524,arrival
78,28524,join_queue
78,28524,begin_service
78,28603,end_service
79,28921,arrival
79,28921,join_queue
79,28921,begin_service
79,29221,end_service
80,29301,arrival
80,29301,join_queue
80,29301,begin_service
80,29361,end_service
81,29419,arrival
81,29419,join_queue
81,29419,begin_service
81,29479,end_service
82,31486,arrival
82,31486,join_queue
82,31486,begin_service
82,31582,end_service
83,31937,arrival
83,31937,join_queue
83,31937,begin_service
83,31997,end_service
84,32645,arrival
84,32645,join_queue
84,32645,begin_service
84,32705,end_service
85,33125,arrival
85,33125,join_queue
85,33125,begin_service
86,33297,arrival
86,33297,join_queue
86,33297,begin_service
85,33330,end_service
86,33357,end_service
87,33551,arrival
87,33551,join_queue
87,33551,begin_service
87,33611,end_service
88,34841,arrival
88,34841,join_queue
88,34841,begin_service
88,34901,end_service
89,35057,arrival
89,35057,join_queue
89,35057,begin_service
90,35067,arrival
90,35067,join_queue
90,35067,begin_service
89,35117,end_service
90,35127,end_service
91,35203,arrival
91,35203,join_queue
91,35203,begin_service
91,35263,end_service
92,35857,arrival
92,35857,join_queue
92,35857,begin_service
92,35917,end_service
