caseid,time,activity
1,728,arrival
1,728,join_queue
1,728,begin_service
1,788,end_service
2,832,arrival
2,832,join_queue
2,832,begin_service
2,892,end_service
3,1164,arrival
3,1164,join_queue
3,1164,begin_service
3,1230,end_service
4,1251,arrival
4,1251,join_queue
4,1251,begin_service
4,1332,end_service
5,1642,arrival
5,1642,join_queue
5,1642,begin_service
5,1935,end_service
6,2076,arrival
6,2076,join_queue
6,2076,begin_service
6,2136,end_service
7,2695,arrival
7,2695,join_queue
7,2695,begin_service
7,2755,end_service
8,2920,arrival
8,2920,join_queue
8,2920,begin_service
8,2980,end_service
9,3112,arrival
9,3112,join_queue
9,3112,begin_service
9,3172,end_service
10,3477,arrival
10,3477,join_queue
10,3477,begin_service
11,3643,arrival
11,3643,join_queue
10,3707,end_service
11,3707,begin_service
12,3719,arrival
12,3719,join_queue
11,3786,end_service
12,3786,begin_service
12,3897,end_service
13,4055,arrival
13,4055,join_queue
13,4055,begin_service
13,4132,end_service
14,4295,arrival
14,4295,join_queue
14,4295,begin_service
14,4388,end_service
15,5139,arrival
15,5139,join_queue
15,5139,begin_service
15,5199,end_service
16,5417,arrival
16,5417,join_queue
16,5417,begin_service
16,5553,end_service
17,5784,arrival
17,5784,join_queue
17,5784,begin_service
17,6077,end_service
18,6114,arrival
18,6114,join_queue
18,6114,begin_service
18,6263,end_service
19,6754,arrival
19,6754,join_queue
19,6754,begin_service
20,6795,arrival
20,6795,join_queue
21,6901,arrival
21,6901,join_queue
22,6930,arrival
22,6930,join_queue
23,6958,arrival
23,6958,join_queue
19,7054,end_service
20,7054,begin_service
20,7114,end_service
21,7114,begin_service
21,7235,end_service
22,7235,begin_service
24,7237,arrival
24,7237,join_queue
22,7362,end_service
23,7362,begin_service
23,7422,end_service
24,7422,begin_service
24,7482,end_service
25,7850,arrival
25,7850,join_queue
25,7850,begin_service
25,7910,end_service
26,8837,arrival
26,8837,join_queue
26,8837,begin_service
26,8919,end_service
27,9202,arrival
27,9202,join_queue
27,9202,begin_service
27,9286,end_service
28,9933,arrival
28,9933,join_queue
28,9933,begin_service
28,10004,end_service
29,10400,arrival
29,10400,join_queue
29,10400,begin_service
30,10422,arrival
30,10422,join_queue
29,10585,end_service
30,10585,begin_service
30,10645,end_service
31,12009,arrival
31,12009,join_queue
31,12009,begin_service
32,12020,arrival
32,12020,join_queue
33,12036,arrival
33,12036,join_queue
31,12123,end_service
32,12123,begin_service
32,12423,end_service
33,12423,begin_service
33,12626,end_service
34,12924,arrival
34,12924,join_queue
34,12924,begin_service
34,12984,end_service
35,13268,arrival
35,13268,join_queue
35,13268,begin_service
35,13328,end_service
36,13688,arrival
36,13688,join_queue
36,13688,begin_service
36,13748,end_service
37,13804,arrival
37,13804,join_queue
37,13804,begin_service
38,13821,arrival
38,13821,join_queue
37,13902,end_service
38,13902,begin_service
38,13962,end_service
39,14154,arrival
39,14154,join_queue
39,14154,begin_service
39,14214,end_service
40,14291,arrival
40,14291,join_queue
40,14291,begin_service
40,14351,end_service
41,14472,arrival
41,14472,join_queue
41,14472,begin_service
41,14581,end_service
42,14739,arrival
42,14739,join_queue
42,14739,begin_service
42,14799,end_service
43,14925,arrival
43,14925,join_queue
43,14925,begin_service
43,14985,end_service
44,15113,arrival
44,15113,join_queue
44,15113,begin_service
44,15173,end_service
45,16129,arrival
45,16129,join_queue
45,16129,begin_service
45,16204,end_service
46,16389,arrival
46,16389,join_queue
46,16389,begin_service
46,16455,end_service
47,16485,arrival
47,16485,join_queue
47,16485,begin_service
47,16571,end_service
