caseid,time,activity
1,624,arrival
1,624,join_queue
1,624,begin_service
1,684,end_service
2,713,arrival
2,713,join_queue
2,713,begin_service
2,773,end_service
3,997,arrival
3,997,join_queue
3,997,begin_service
3,1063,end_service
4,1072,arrival
4,1072,join_queue
4,1072,begin_service
4,1153,end_service
5,1407,arrival
5,1407,join_queue
5,1407,begin_service
5,1700,end_service
6,1779,arrival
6,1779,join_queue
6,1779,begin_service
6,1839,end_service
7,2310,arrival
7,2310,join_queue
7,2310,begin_service
7,2370,end_service
8,2503,arrival
8,2503,join_queue
8,2503,begin_service
8,2563,end_service
9,2667,arrival
9,2667,join_queue
9,2667,begin_service
9,2727,end_service
10,2980,arrival
10,2980,join_queue
10,2980,begin_service
11,3122,arrival
11,3122,join_queue
11,3122,begin_service
12,3187,arrival
12,3187,join_queue
11,3201,end_service
12,3201,begin_service
10,3210,end_service
12,3312,end_service
13,3475,arrival
13,3475,join_queue
13,3475,begin_service
13,3552,end_service
14,3681,arrival
14,3681,join_queue
14,3681,begin_service
14,3774,end_service
15,4405,arrival
15,4405,join_queue
15,4405,begin_service
15,4465,end_service
16,4644,arrival
16,4644,join_queue
16,4644,begin_service
16,4780,end_service
17,4958,arrival
17,4958,join_queue
17,4958,begin_service
18,5241,arrival
18,5241,join_queue
18,5241,begin_service
17,5251,end_service
18,5390,end_service
19,5790,arrival
19,5790,join_queue
19,5790,begin_service
20,5825,arrival
20,5825,join_queue
20,5825,begin_service
20,5885,end_service
21,5916,arrival
21,5916,join_queue
21,5916,begin_service
22,5940,arrival
22,5940,join_queue
23,5946,arrival
23,5946,join_queue
21,5996,end_service
22,5996,begin_service
19,6090,end_service
23,6090,begin_service
22,6123,end_service
23,6265,end_service
24,6309,arrival
24,6309,join_queue
24,6309,begin_service
24,6369,end_service
25,6412,arrival
25,6412,join_queue
25,6412,begin_service
25,6472,end_service
26,7258,arrival
26,7258,join_queue
26,7258,begin_service
26,7340,end_service
27,7571,arrival
27,7571,join_queue
27,7571,begin_service
27,7655,end_service
28,8198,arrival
28,8198,join_queue
28,8198,begin_service
28,8269,end_service
29,8598,arrival
29,8598,join_queue
29,8598,begin_service
30,8617,arrival
30,8617,join_queue
30,8617,begin_service
30,8677,end_service
29,8783,end_service
31,9978,arrival
31,9978,join_queue
31,9978,begin_service
32,9987,arrival
32,9987,join_queue
32,9987,begin_service
33,10001,arrival
33,10001,join_queue
31,10092,end_service
33,10092,begin_service
32,10241,end_service
33,10295,end_service
34,10913,arrival
34,10913,join_queue
34,10913,begin_service
34,10973,end_service
35,11208,arrival
35,11208,join_queue
35,11208,begin_service
35,11268,end_service
36,11568,arrival
36,11568,join_queue
36,11568,begin_service
36,11628,end_service
37,11668,arrival
37,11668,join_queue
37,11668,begin_service
38,11683,arrival
38,11683,join_queue
38,11683,begin_service
38,11743,end_service
37,11766,end_service
39,11968,arrival
39,11968,join_queue
39,11968,begin_service
39,12028,end_service
40,12085,arrival
40,12085,join_queue
40,12085,begin_service
40,12145,end_service
41,12240,arrival
41,12240,join_queue
41,12240,begin_service
41,12349,end_service
42,12469,arrival
42,12469,join_queue
42,12469,begin_service
42,12529,end_service
43,12628,arrival
43,12628,join_queue
43,12628,begin_service
43,12688,end_service
44,12789,arrival
44,12789,join_queue
44,12789,begin_service
44,12849,end_service
45,13660,arrival
45,13660,join_queue
45,13660,begin_service
45,13735,end_service
46,13883,arrival
46,13883,join_queue
46,13883,begin_service
46,13949,end_service
47,13965,arrival
47,13965,join_queue
47,13965,begin_service
47,14051,end_service
48,14185,arrival
48,14185,join_queue
48,14185,begin_service
48,14405,end_service
49,14801,arrival
49,14801,join_queue
49,14801,begin_service
49,14870,end_service
50,15280,arrival
50,15280,join_queue
50,15280,begin_service
50,15340,end_service
51,15418,arrival
51,15418,join_queue
51,15418,begin_service
52,15429,arrival
52,15429,join_queue
52,15429,begin_service
52,15489,end_service
51,15493,end_service
53,15516,arrival
53,15516,join_queue
53,15516,begin_service
53,15599,end_service
54,16069,arrival
54,16069,join_queue
54,16069,begin_service
55,16072,arrival
55,16072,join_queue
55,16072,begin_service
56,16104,arrival
56,16104,join_queue
54,16135,end_service
56,16135,begin_service
55,16166,end_service
56,16195,end_service
57,16539,arrival
57,16539,join_queue
57,16539,begin_service
57,16599,end_service
58,16807,arrival
58,16807,join_queue
58,16807,begin_service
58,17070,end_service
59,17692,arrival
59,17692,join_queue
59,17692,begin_service
59,17805,end_service
60,18016,arrival
60,18016,join_queue
60,18016,begin_service
60,18137,end_service
61,18177,arrival
61,18177,join_queue
61,18177,begin_service
62,18186,arrival
62,18186,join_queue
62,18186,begin_service
61,18237,end_service
63,18237,arrival
63,18237,join_queue
63,18237,begin_service
63,18419,end_service
62,18439,end_service
64,18682,arrival
64,18682,join_queue
64,18682,begin_service
65,18684,arrival
65,18684,join_queue
65,18684,begin_service
66,18694,arrival
66,18694,join_queue
65,18744,end_service
66,18744,begin_service
64,18746,end_service
66,18864,end_service
67,18876,arrival
67,18876,join_queue
67,18876,begin_service
67,18995,end_service
68,19083,arrival
68,19083,join_queue
68,19083,begin_service
68,19174,end_service
69,19336,arrival
69,19336,join_queue
69,19336,begin_service
69,19433,end_service
70,19563,arrival
70,19563,join_queue
70,19563,begin_service
71,19686,arrival
71,19686,join_queue
71,19686,begin_service
70,19747,end_service
71,19789,end_service
72,19958,arrival
72,19958,join_queue
72,19958,begin_service
72,20095,end_service
73,20578,arrival
73,20578,join_queue
73,20578,begin_service
73,20638,end_service
74,20803,arrival
74,20803,join_queue
74,20803,begin_service
75,20980,arrival
75,20980,join_queue
75,20980,begin_service
76,21039,arrival
76,21039,join_queue
75,21083,end_service
76,21083,begin_service
74,21095,end_service
77,21102,arrival
77,21102,join_queue
77,21102,begin_service
77,21162,end_service
76,21171,end_service
78,21377,arrival
78,21377,join_queue
78,21377,begin_service
78,21456,end_service
79,21675,arrival
79,21675,join_queue
79,21675,begin_service
80,21960,arrival
80,21960,join_queue
80,21960,begin_service
79,21975,end_service
80,22020,end_service
81,22048,arrival
81,22048,join_queue
81,22048,begin_service
81,22108,end_service
82,23598,arrival
82,23598,join_queue
82,23598,begin_service
82,23694,end_service
83,23936,arrival
83,23936,join_queue
83,23936,begin_service
83,23996,end_service
84,24467,arrival
84,24467,join_queue
84,24467,begin_service
84,24527,end_service
85,24827,arrival
85,24827,join_queue
85,24827,begin_service
86,24956,arrival
86,24956,join_queue
86,24956,begin_service
86,25016,end_service
85,25032,end_service
87,25146,arrival
87,25146,join_queue
87,25146,begin_service
87,25206,end_service
88,26113,arrival
88,26113,join_queue
88,26113,begin_service
88,26173,end_service
89,26275,arrival
89,26275,join_queue
89,26275,begin_service
90,26282,arrival
90,26282,join_queue
90,26282,begin_service
89,26335,end_service
90,26342,end_service
91,26384,arrival
91,26384,join_queue
91,26384,begin_service
91,26444,end_service
92,26875,arrival
92,26875,join_queue
92,26875,begin_service
92,26935,end_service
93,27660,arrival
93,27660,join_queue
93,27660,begin_service
93,27720,end_service
94,28154,arrival
94,28154,join_queue
94,28154,begin_service
95,28175,arrival
95,28175,join_queue
95,28175,begin_service
94,28214,end_service
96,28393,arrival
96,28393,join_queue
96,28393,begin_service
95,28475,end_service
96,28533,end_service
97,28966,arrival
97,28966,join_queue
97,28966,begin_service
98,29040,arrival
98,29040,join_queue
98,29040,begin_service
98,29100,end_service
97,29135,end_service
99,29684,arrival
99,29684,join_queue
99,29684,begin_service
100,29688,arrival
100,29688,join_queue
100,29688,begin_service
100,29748,end_service
99,29855,end_service
101,30390,arrival
101,30390,join_queue
101,30390,begin_service
101,30450,end_service
102,31628,arrival
102,31628,join_queue
102,31628,begin_service
102,31688,end_service
103,31901,arrival
103,31901,join_queue
103,31901,begin_service
103,31977,end_service
104,32233,arrival
104,32233,join_queue
104,32233,begin_service
104,32364,end_service
105,32407,arrival
105,32407,join_queue
105,32407,begin_service
106,32573,arrival
106,32573,join_queue
106,32573,begin_service
106,32633,end_service
107,32678,arrival
107,32678,join_queue
107,32678,begin_service
105,32698,end_service
108,32751,arrival
108,32751,join_queue
108,32751,begin_service
109,32861,arrival
109,32861,join_queue
107,32914,end_service
109,32914,begin_service
108,33051,end_service
109,33128,end_service
110,33214,arrival
110,33214,join_queue
110,33214,begin_service
110,33274,end_service
111,33553,arrival
111,33553,join_queue
111,33553,begin_service
111,33782,end_service
112,33955,arrival
112,33955,join_queue
112,33955,begin_service
112,34255,end_service
113,34514,arrival
113,34514,join_queue
113,34514,begin_service
114,34557,arrival
114,34557,join_queue
114,34557,begin_service
113,34578,end_service
115,34614,arrival
115,34614,join_queue
115,34614,begin_service
116,34744,arrival
116,34744,join_queue
114,34828,end_service
116,34828,begin_service
117,34843,arrival
117,34843,join_queue
115,34914,end_service
117,34914,begin_service
116,34968,end_service
118,35020,arrival
118,35020,join_queue
118,35020,begin_service
117,35048,end_service
118,35080,end_service
119,35243,arrival
119,35243,join_queue
119,35243,begin_service
119,35404,end_service
120,35670,arrival
120,35670,join_queue
120,35670,begin_service
120,35730,end_service
121,35796,arrival
121,35796,join_queue
121,35796,begin_service
121,35966,end_service
