caseid,time,activity
1,208,arrival
1,208,join_queue
1,208,begin_service
2,238,arrival
2,238,join_queue
2,238,begin_service
1,268,end_service
2,298,end_service
3,333,arrival
3,333,join_queue
3,333,begin_service
4,358,arrival
4,358,join_queue
4,358,begin_service
3,399,end_service
4,439,end_service
5,470,arrival
5,470,join_queue
5,470,begin_service
6,594,arrival
6,594,join_queue
6,594,begin_service
6,654,end_service
5,763,end_service
7,771,arrival
7,771,join_queue
7,771,begin_service
7,831,end_service
8,835,arrival
8,835,join_queue
8,835,begin_service
9,890,arrival
9,890,join_queue
9,890,begin_service
8,895,end_service
9,950,end_service
10,994,arrival
10,994,join_queue
10,994,begin_service
11,1041,arrival
11,1041,join_queue
11,1041,begin_service
12,1063,arrival
12,1063,join_queue
12,1063,begin_service
11,1120,end_service
13,1159,arrival
13,1159,join_queue
13,1159,begin_service
12,1174,end_service
10,1224,end_service
14,1228,arrival
14,1228,join_queue
14,1228,begin_service
13,1236,end_service
14,1321,end_service
15,1469,arrival
15,1469,join_queue
15,1469,begin_service
15,1529,end_service
16,1549,arrival
16,1549,join_queue
16,1549,begin_service
17,1654,arrival
17,1654,join_queue
17,1654,begin_service
16,1685,end_service
18,1748,arrival
18,1748,join_queue
18,1748,begin_service
18,1897,end_service
19,1931,arrival
19,1931,join_queue
19,1931,begin_service
20,1943,arrival
20,1943,join_queue
20,1943,begin_service
17,1947,end_service
21,1973,arrival
21,1973,join_queue
21,1973,begin_service
22,1981,arrival
22,1981,join_queue
23,1983,arrival
23,1983,join_queue
20,2003,end_service
22,2003,begin_service
21,2053,end_service
23,2053,begin_service
24,2104,arrival
24,2104,join_queue
22,2130,end_service
24,2130,begin_service
25,2138,arrival
25,2138,join_queue
24,2190,end_service
25,2190,begin_service
23,2228,end_service
19,2231,end_service
25,2250,end_service
26,2420,arrival
26,2420,join_queue
26,2420,begin_service
26,2502,end_service
27,2524,arrival
27,2524,join_queue
27,2524,begin_service
27,2608,end_service
28,2733,arrival
28,2733,join_queue
28,2733,begin_service
28,2804,end_service
29,2866,arrival
29,2866,join_queue
29,2866,begin_service
30,2872,arrival
30,2872,join_queue
30,2872,begin_service
30,2932,end_service
29,3051,end_service
31,3326,arrival
31,3326,join_queue
31,3326,begin_service
32,3329,arrival
32,3329,join_queue
32,3329,begin_service
33,3334,arrival
33,3334,join_queue
33,3334,begin_service
31,3440,end_service
33,3537,end_service
32,3583,end_service
34,3638,arrival
34,3638,join_queue
34,3638,begin_service
34,3698,end_service
35,3736,arrival
35,3736,join_queue
35,3736,begin_service
35,3796,end_service
36,3856,arrival
36,3856,join_queue
36,3856,begin_service
37,3889,arrival
37,3889,join_queue
37,3889,begin_service
38,3894,arrival
38,3894,join_queue
38,3894,begin_service
36,3916,end_service
38,3954,end_service
37,3987,end_service
39,3989,arrival
39,3989,join_queue
39,3989,begin_service
40,4028,arrival
40,4028,join_queue
40,4028,begin_service
39,4049,end_service
41,4080,arrival
41,4080,join_queue
41,4080,begin_service
40,4088,end_service
42,4156,arrival
42,4156,join_queue
42,4156,begin_service
41,4189,end_service
43,4209,arrival
43,4209,join_queue
43,4209,begin_service
42,4216,end_service
44,4263,arrival
44,4263,join_queue
44,4263,begin_service
43,4269,end_service
44,4323,end_service
45,4553,arrival
45,4553,join_queue
45,4553,begin_service
46,4627,arrival
46,4627,join_queue
46,4627,begin_service
45,4628,end_service
47,4654,arrival
47,4654,join_queue
47,4654,begin_service
46,4693,end_service
48,4727,arrival
48,4727,join_queue
48,4727,begin_service
47,4740,end_service
49,4932,arrival
49,4932,join_queue
49,4932,begin_service
48,4947,end_service
49,5001,end_service
50,5092,arrival
50,5092,join_queue
50,5092,begin_service
51,5138,arrival
51,5138,join_queue
51,5138,begin_service
52,5142,arrival
52,5142,join_queue
52,5142,begin_service
50,5152,end_service
53,5171,arrival
53,5171,join_queue
53,5171,begin_service
52,5202,end_service
51,5213,end_service
53,5254,end_service
54,5355,arrival
54,5355,join_queue
54,5355,begin_service
55,5356,arrival
55,5356,join_queue
55,5356,begin_service
56,5367,arrival
56,5367,join_queue
56,5367,begin_service
54,5421,end_service
56,5427,end_service
