caseid,time,activity
1,104,arrival
1,104,join_queue
1,104,begin_service
2,119,arrival
2,119,join_queue
1,164,end_service
2,164,begin_service
3,166,arrival
3,166,join_queue
4,178,arrival
4,178,join_queue
5,211,arrival
5,211,join_queue
2,224,end_service
3,224,begin_service
6,267,arrival
6,267,join_queue
3,305,end_service
4,305,begin_service
7,329,arrival
7,329,join_queue
8,417,arrival
8,417,join_queue
9,437,arrival
9,437,join_queue
10,469,arrival
10,469,join_queue
11,493,arrival
11,493,join_queue
12,520,arrival
12,520,join_queue
13,542,arrival
13,542,join_queue
14,594,arrival
14,594,join_queue
4,598,end_service
5,598,begin_service
15,601,arrival
15,601,join_queue
5,658,end_service
6,658,begin_service
16,716,arrival
16,716,join_queue
6,718,end_service
7,718,begin_service
17,756,arrival
17,756,join_queue
18,811,arrival
18,811,balk
7,814,end_service
8,814,begin_service
19,845,arrival
19,845,join_queue
8,891,end_service
9,891,begin_service
20,966,arrival
20,966,join_queue
9,984,end_service
10,984,begin_service
21,1006,arrival
21,1006,join_queue
10,1044,end_service
11,1044,begin_service
22,1058,arrival
22,1058,join_queue
23,1105,arrival
23,1105,balk
11,1180,end_service
12,1180,begin_service
24,1251,arrival
24,1251,join_queue
25,1325,arrival
25,1325,balk
26,1331,arrival
26,1331,balk
12,1363,end_service
13,1363,begin_service
13,1423,end_service
14,1423,begin_service
14,1483,end_service
15,1483,begin_service
27,1514,arrival
27,1514,join_queue
15,1543,end_service
16,1543,begin_service
28,1554,arrival
28,1554,join_queue
16,1603,end_service
17,1603,begin_service
29,1615,arrival
29,1615,join_queue
30,1703,arrival
30,1703,join_queue
31,1720,arrival
31,1720,join_queue
17,1730,end_service
32,1730,arrival
32,1730,balk
19,1730,begin_service
19,1790,end_service
20,1790,begin_service
33,1871,arrival
33,1871,join_queue
20,1894,end_service
21,1894,begin_service
34,1912,arrival
34,1912,join_queue
35,1954,arrival
35,1954,join_queue
36,2021,arrival
36,2021,balk
37,2056,arrival
37,2056,balk
38,2059,arrival
38,2059,balk
21,2103,end_service
22,2103,begin_service
39,2151,arrival
39,2151,join_queue
40,2159,arrival
40,2159,balk
41,2161,arrival
41,2161,balk
42,2218,arrival
42,2218,balk
43,2220,arrival
43,2220,balk
44,2347,arrival
44,2347,balk
22,2403,end_service
24,2403,begin_service
45,2499,arrival
45,2499,join_queue
46,2548,arrival
46,2548,balk
47,2562,arrival
47,2562,balk
24,2606,end_service
27,2606,begin_service
48,2622,arrival
48,2622,join_queue
49,2639,arrival
49,2639,balk
50,2662,arrival
50,2662,balk
51,2664,arrival
51,2664,balk
27,2666,end_service
28,2666,begin_service
52,2713,arrival
52,2713,join_queue
53,2725,arrival
53,2725,balk
54,2745,arrival
54,2745,balk
55,2753,arrival
55,2753,balk
28,2761,end_service
29,2761,begin_service
56,2779,arrival
56,2779,join_queue
57,2817,arrival
57,2817,balk
29,2821,end_service
30,2821,begin_service
58,2872,arrival
58,2872,join_queue
30,2881,end_service
31,2881,begin_service
59,2895,arrival
59,2895,join_queue
60,2910,arrival
60,2910,balk
31,2941,end_service
33,2941,begin_service
33,3001,end_service
34,3001,begin_service
61,3055,arrival
61,3055,join_queue
34,3075,end_service
35,3075,begin_service
62,3093,arrival
62,3093,join_queue
63,3126,arrival
63,3126,join_queue
35,3135,end_service
39,3135,begin_service
64,3163,arrival
64,3163,join_queue
39,3221,end_service
45,3221,begin_service
65,3266,arrival
65,3266,join_queue
66,3346,arrival
66,3346,balk
67,3381,arrival
67,3381,balk
68,3404,arrival
68,3404,balk
69,3419,arrival
69,3419,balk
70,3421,arrival
70,3421,balk
45,3441,end_service
48,3441,begin_service
71,3459,arrival
71,3459,join_queue
72,3459,arrival
72,3459,balk
48,3501,end_service
52,3501,begin_service
73,3551,arrival
73,3551,join_queue
74,3551,arrival
74,3551,balk
52,3584,end_service
75,3584,arrival
75,3584,balk
56,3584,begin_service
76,3589,arrival
76,3589,join_queue
77,3661,arrival
77,3661,balk
56,3678,end_service
58,3678,begin_service
78,3691,arrival
78,3691,join_queue
79,3699,arrival
79,3699,balk
58,3767,end_service
59,3767,begin_service
80,3847,arrival
80,3847,join_queue
81,3901,arrival
81,3901,balk
82,3957,arrival
82,3957,balk
83,3984,arrival
83,3984,balk
59,4030,end_service
61,4030,begin_service
84,4045,arrival
84,4045,join_queue
85,4055,arrival
85,4055,balk
86,4064,arrival
86,4064,balk
61,4090,end_service
62,4090,begin_service
87,4190,arrival
87,4190,join_queue
62,4238,end_service
63,4238,begin_service
88,4281,arrival
88,4281,join_queue
63,4298,end_service
64,4298,begin_service
89,4313,arrival
89,4313,join_queue
90,4330,arrival
90,4330,balk
64,4358,end_service
65,4358,begin_service
91,4360,arrival
91,4360,join_queue
92,4395,arrival
92,4395,balk
93,4455,arrival
93,4455,balk
65,4478,end_service
71,4478,begin_service
94,4497,arrival
94,4497,join_queue
95,4535,arrival
95,4535,balk
71,4569,end_service
73,4569,begin_service
96,4583,arrival
96,4583,join_queue
73,4629,end_service
76,4629,begin_service
97,4675,arrival
97,4675,join_queue
76,4720,end_service
78,4720,begin_service
98,4727,arrival
98,4727,join_queue
99,4796,arrival
99,4796,balk
100,4833,arrival
100,4833,balk
101,4858,arrival
101,4858,balk
102,4887,arrival
102,4887,balk
78,4927,end_service
80,4927,begin_service
80,4987,end_service
84,4987,begin_service
103,5033,arrival
103,5033,join_queue
104,5043,arrival
104,5043,join_queue
105,5087,arrival
105,5087,balk
84,5090,end_service
87,5090,begin_service
106,5133,arrival
106,5133,join_queue
87,5150,end_service
88,5150,begin_service
107,5183,arrival
107,5183,join_queue
88,5229,end_service
89,5229,begin_service
108,5230,arrival
108,5230,join_queue
109,5245,arrival
109,5245,balk
110,5261,arrival
110,5261,balk
111,5519,arrival
111,5519,balk
89,5529,end_service
91,5529,begin_service
112,5532,arrival
112,5532,join_queue
113,5580,arrival
113,5580,balk
91,5642,end_service
94,5642,begin_service
114,5669,arrival
114,5669,join_queue
94,5702,end_service
96,5702,begin_service
115,5729,arrival
115,5729,join_queue
116,5751,arrival
116,5751,balk
96,5762,end_service
97,5762,begin_service
97,5825,end_service
98,5825,begin_service
117,5854,arrival
117,5854,join_queue
98,5885,end_service
103,5885,begin_service
103,5945,end_service
104,5945,begin_service
104,6005,end_service
106,6005,begin_service
118,6015,arrival
118,6015,join_queue
119,6016,arrival
119,6016,join_queue
120,6035,arrival
120,6035,join_queue
121,6052,arrival
121,6052,join_queue
106,6065,end_service
107,6065,begin_service
122,6082,arrival
122,6082,join_queue
123,6093,arrival
123,6093,balk
124,6224,arrival
124,6224,balk
107,6229,end_service
108,6229,begin_service
125,6249,arrival
125,6249,join_queue
126,6261,arrival
126,6261,balk
127,6265,arrival
127,6265,balk
128,6291,arrival
128,6291,balk
129,6327,arrival
129,6327,balk
108,6394,end_service
112,6394,begin_service
130,6496,arrival
130,6496,join_queue
131,6566,arrival
131,6566,balk
132,6578,arrival
132,6578,balk
112,6585,end_service
114,6585,begin_service
133,6663,arrival
133,6663,join_queue
134,6688,arrival
134,6688,balk
135,6689,arrival
135,6689,balk
136,6774,arrival
136,6774,balk
114,6800,end_service
115,6800,begin_service
115,6860,end_service
117,6860,begin_service
137,6891,arrival
137,6891,join_queue
138,6920,arrival
138,6920,join_queue
139,6965,arrival
139,6965,balk
140,6966,arrival
140,6966,balk
141,7021,arrival
141,7021,balk
142,7059,arrival
142,7059,balk
143,7088,arrival
143,7088,balk
144,7154,arrival
144,7154,balk
117,7160,end_service
118,7160,begin_service
145,7182,arrival
145,7182,join_queue
146,7199,arrival
146,7199,balk
147,7202,arrival
147,7202,balk
148,7214,arrival
148,7214,balk
149,7332,arrival
149,7332,balk
150,7350,arrival
150,7350,balk
118,7451,end_service
119,7451,begin_service
119,7569,end_service
120,7569,begin_service
151,7642,arrival
151,7642,join_queue
152,7698,arrival
152,7698,join_queue
153,7720,arrival
153,7720,balk
120,7783,end_service
121,7783,begin_service
154,7787,arrival
154,7787,join_queue
155,7880,arrival
155,7880,balk
121,8012,end_service
122,8012,begin_service
156,8061,arrival
156,8061,join_queue
122,8072,end_service
125,8072,begin_service
157,8093,arrival
157,8093,join_queue
125,8132,end_service
130,8132,begin_service
130,8192,end_service
133,8192,begin_service
158,8228,arrival
158,8228,join_queue
159,8244,arrival
159,8244,join_queue
160,8314,arrival
160,8314,balk
161,8343,arrival
161,8343,balk
162,8410,arrival
162,8410,balk
163,8447,arrival
163,8447,balk
164,8451,arrival
164,8451,balk
133,8492,end_service
137,8492,begin_service
165,8522,arrival
165,8522,join_queue
166,8543,arrival
166,8543,balk
167,8566,arrival
167,8566,balk
168,8620,arrival
168,8620,balk
137,8653,end_service
138,8653,begin_service
169,8705,arrival
169,8705,join_queue
170,8708,arrival
170,8708,balk
171,8722,arrival
171,8722,balk
138,8730,end_service
145,8730,begin_service
172,8775,arrival
172,8775,join_queue
173,8811,arrival
173,8811,balk
145,8842,end_service
151,8842,begin_service
174,8868,arrival
174,8868,join_queue
151,8902,end_service
152,8902,begin_service
175,8920,arrival
175,8920,join_queue
176,8959,arrival
176,8959,balk
152,8962,end_service
154,8962,begin_service
177,8965,arrival
177,8965,join_queue
178,9007,arrival
178,9007,balk
179,9010,arrival
179,9010,balk
154,9022,end_service
156,9022,begin_service
180,9032,arrival
180,9032,join_queue
181,9080,arrival
181,9080,balk
182,9127,arrival
182,9127,balk
183,9177,arrival
183,9177,balk
184,9183,arrival
184,9183,balk
156,9198,end_service
157,9198,begin_service
185,9242,arrival
185,9242,join_queue
186,9269,arrival
186,9269,balk
157,9307,end_service
158,9307,begin_service
187,9376,arrival
187,9376,join_queue
188,9393,arrival
188,9393,balk
158,9455,end_service
159,9455,begin_service
189,9616,arrival
189,9616,join_queue
190,9641,arrival
190,9641,balk
191,9644,arrival
191,9644,balk
192,9649,arrival
192,9649,balk
159,9691,end_service
165,9691,begin_service
193,9738,arrival
193,9738,join_queue
165,9751,end_service
169,9751,begin_service
169,9811,end_service
172,9811,begin_service
194,9867,arrival
194,9867,join_queue
195,9960,arrival
195,9960,join_queue
196,9971,arrival
196,9971,balk
172,9996,end_service
174,9996,begin_service
197,10018,arrival
197,10018,join_queue
198,10038,arrival
198,10038,balk
199,10162,arrival
199,10162,balk
200,10165,arrival
200,10165,balk
201,10169,arrival
201,10169,balk
202,10186,arrival
202,10186,balk
203,10228,arrival
203,10228,balk
204,10243,arrival
204,10243,balk
174,10261,end_service
175,10261,begin_service
205,10352,arrival
205,10352,join_queue
175,10475,end_service
177,10475,begin_service
206,10483,arrival
206,10483,join_queue
177,10535,end_service
180,10535,begin_service
207,10553,arrival
207,10553,join_queue
208,10554,arrival
208,10554,balk
209,10611,arrival
209,10611,balk
180,10675,end_service
185,10675,begin_service
210,10714,arrival
210,10714,join_queue
211,10714,arrival
211,10714,balk
185,10735,end_service
187,10735,begin_service
187,10795,end_service
189,10795,begin_service
189,10912,end_service
193,10912,begin_service
212,10972,arrival
193,10972,end_service
212,10972,join_queue
194,10972,begin_service
213,11001,arrival
213,11001,join_queue
194,11032,end_service
195,11032,begin_service
195,11101,end_service
197,11101,begin_service
214,11113,arrival
214,11113,join_queue
215,11144,arrival
215,11144,join_queue
197,11161,end_service
205,11161,begin_service
216,11173,arrival
216,11173,join_queue
205,11221,end_service
206,11221,begin_service
217,11300,arrival
217,11300,join_queue
218,11358,arrival
218,11358,join_queue
206,11359,end_service
207,11359,begin_service
219,11391,arrival
219,11391,join_queue
207,11419,end_service
210,11419,begin_service
220,11445,arrival
220,11445,join_queue
221,11503,arrival
221,11503,join_queue
210,11570,end_service
212,11570,begin_service
222,11629,arrival
222,11629,join_queue
223,11634,arrival
