caseid,time,activity
1,832,arrival
1,832,join_queue
1,832,begin_service
1,892,end_service
2,950,arrival
2,950,join_queue
2,950,begin_service
2,1010,end_service
3,1329,arrival
3,1329,join_queue
3,1329,begin_service
3,1395,end_service
4,1428,arrival
4,1428,join_queue
4,1428,begin_service
4,1509,end_service
5,1875,arrival
5,1875,join_queue
5,1875,begin_service
5,2168,end_service
6,2371,arrival
6,2371,join_queue
6,2371,begin_service
6,2431,end_service
7,3079,arrival
7,3079,join_queue
7,3079,begin_service
7,3139,end_service
8,3337,arrival
8,3337,join_queue
8,3337,begin_service
8,3397,end_service
9,3556,arrival
9,3556,join_queue
9,3556,begin_service
9,3616,end_service
10,3973,arrival
10,3973,join_queue
10,3973,begin_service
11,4162,arrival
11,4162,join_queue
10,4203,end_service
11,4203,begin_service
12,4249,arrival
12,4249,join_queue
11,4282,end_service
12,4282,begin_service
12,4393,end_service
13,4633,arrival
13,4633,join_queue
13,4633,begin_service
13,4710,end_service
14,4908,arrival
14,4908,join_queue
14,4908,begin_service
14,5001,end_service
15,5873,arrival
15,5873,join_queue
15,5873,begin_service
15,5933,end_service
16,6191,arrival
16,6191,join_queue
16,6191,begin_service
16,6327,end_service
17,6610,arrival
17,6610,join_queue
17,6610,begin_service
17,6903,end_service
18,6988,arrival
18,6988,join_queue
18,6988,begin_service
18,7137,end_service
19,7720,arrival
19,7720,join_queue
19,7720,begin_service
20,7766,arrival
20,7766,join_queue
21,7887,arrival
21,7887,join_queue
22,7920,arrival
22,7920,join_queue
23,7952,arrival
23,7952,join_queue
19,8020,end_service
20,8020,begin_service
20,8080,end_service
21,8080,begin_service
21,8201,end_service
22,8201,begin_service
24,8271,arrival
24,8271,join_queue
22,8328,end_service
23,8328,begin_service
23,8388,end_service
24,8388,begin_service
24,8448,end_service
25,8971,arrival
25,8971,join_queue
25,8971,begin_service
25,9031,end_service
26,10098,arrival
26,10098,join_queue
26,10098,begin_service
26,10180,end_service
27,10515,arrival
27,10515,join_queue
27,10515,begin_service
27,10599,end_service
28,11351,arrival
28,11351,join_queue
28,11351,begin_service
28,11422,end_service
29,11884,arrival
29,11884,join_queue
29,11884,begin_service
30,11909,arrival
30,11909,join_queue
29,12069,end_service
30,12069,begin_service
30,12129,end_service
31,13723,arrival
31,13723,join_queue
31,13723,begin_service
32,13735,arrival
32,13735,join_queue
33,13753,arrival
33,13753,join_queue
31,13837,end_service
32,13837,begin_service
32,14137,end_service
33,14137,begin_service
33,14340,end_service
34,14767,arrival
34,14767,join_queue
34,14767,begin_service
34,14827,end_service
35,15160,arrival
35,15160,join_queue
35,15160,begin_service
35,15220,end_service
36,15641,arrival
36,15641,join_queue
36,15641,begin_service
36,15701,end_service
37,15774,arrival
37,15774,join_queue
37,15774,begin_service
38,15794,arrival
38,15794,join_queue
37,15872,end_service
38,15872,begin_service
38,15932,end_service
39,16175,arrival
39,16175,join_queue
39,16175,begin_service
39,16235,end_service
40,16332,arrival
40,16332,join_queue
40,16332,begin_service
40,16392,end_service
41,16539,arrival
41,16539,join_queue
41,16539,begin_service
41,16648,end_service
42,16844,arrival
42,16844,join_queue
42,16844,begin_service
42,16904,end_service
43,17057,arrival
43,17057,join_queue
43,17057,begin_service
43,17117,end_service
44,17272,arrival
44,17272,join_queue
44,17272,begin_service
44,17332,end_service
45,18433,arrival
45,18433,join_queue
45,18433,begin_service
45,18508,end_service
46,18730,arrival
46,18730,join_queue
46,18730,begin_service
46,18796,end_service
47,18839,arrival
47,18839,join_queue
47,18839,begin_service
47,18925,end_service
48,19132,arrival
48,19132,join_queue
48,19132,begin_service
48,19352,end_service
49,19954,arrival
49,19954,join_queue
49,19954,begin_service
49,20023,end_service
50,20592,arrival
50,20592,join_queue
50,20592,begin_service
50,20652,end_service
51,20776,arrival
51,20776,join_queue
51,20776,begin_service
52,20791,arrival
52,20791,join_queue
51,20851,end_service
52,20851,begin_service
53,20907,arrival
53,20907,join_queue
52,20911,end_service
53,20911,begin_service
53,20994,end_service
54,21644,arrival
54,21644,join_queue
54,21644,begin_service
55,21648,arrival
55,21648,join_queue
56,21691,arrival
56,21691,join_queue
54,21710,end_service
55,21710,begin_service
55,21855,end_service
56,21855,begin_service
56,21915,end_service
57,22068,arrival
57,22068,join_queue
57,22068,begin_service
57,22128,end_service
58,22425,arrival
58,22425,join_queue
58,22425,begin_service
58,22688,end_service
59,23605,arrival
59,23605,join_queue
59,23605,begin_service
59,23718,end_service
60,24037,arrival
60,24037,join_queue
60,24037,begin_service
60,24158,end_service
61,24252,arrival
61,24252,join_queue
61,24252,begin_service
62,24265,arrival
62,24265,join_queue
61,24312,end_service
62,24312,begin_service
63,24333,arrival
63,24333,join_queue
62,24565,end_service
63,24565,begin_service
63,24747,end_service
64,24927,arrival
64,24927,join_queue
64,24927,begin_service
65,24929,arrival
65,24929,join_queue
66,24942,arrival
66,24942,join_queue
64,24991,end_service
65,24991,begin_service
65,25052,end_service
66,25052,begin_service
67,25075,arrival
67,25075,join_queue
66,25172,end_service
67,25172,begin_service
67,25291,end_service
68,25351,arrival
68,25351,join_queue
68,25351,begin_service
68,25442,end_service
69,25688,arrival
69,25688,join_queue
69,25688,begin_service
69,25785,end_service
70,25991,arrival
70,25991,join_queue
70,25991,begin_service
71,26155,arrival
71,26155,join_queue
70,26175,end_service
71,26175,begin_service
71,26278,end_service
72,26518,arrival
72,26518,join_queue
72,26518,begin_service
72,26655,end_service
73,27344,arrival
73,27344,join_queue
73,27344,begin_service
73,27404,end_service
74,27644,arrival
74,27644,join_queue
74,27644,begin_service
75,27880,arrival
75,27880,join_queue
74,27936,end_service
75,27936,begin_service
76,27958,arrival
76,27958,join_queue
75,28039,end_service
76,28039,begin_service
77,28042,arrival
77,28042,join_queue
76,28127,end_service
77,28127,begin_service
77,28187,end_service
78,28409,arrival
78,28409,join_queue
78,28409,begin_service
78,28488,end_service
79,28806,arrival
79,28806,join_queue
79,28806,begin_service
79,29106,end_service
80,29186,arrival
80,29186,join_queue
80,29186,begin_service
80,29246,end_service
81,29304,arrival
81,29304,join_queue
81,29304,begin_service
81,29364,end_service
82,31371,arrival
82,31371,join_queue
82,31371,begin_service
82,31467,end_service
83,31822,arrival
83,31822,join_queue
83,31822,begin_service
83,31882,end_service
84,32530,arrival
84,32530,join_queue
84,32530,begin_service
84,32590,end_service
85,33010,arrival
85,33010,join_queue
85,33010,begin_service
86,33182,arrival
86,33182,join_queue
85,33215,end_service
86,33215,begin_service
86,33275,end_service
87,33436,arrival
87,33436,join_queue
87,33436,begin_service
87,33496,end_service
88,34726,arrival
88,34726,join_queue
88,34726,begin_service
88,34786,end_service
89,34942,arrival
89,34942,join_queue
89,34942,begin_service
90,34952,arrival
90,34952,join_queue
89,35002,end_service
90,35002,begin_service
90,35062,end_service
91,35088,arrival
91,35088,join_queue
91,35088,begin_service
91,35148,end_service
92,35742,arrival
92,35742,join_queue
92,35742,begin_service
92,35802,end_service
